   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00
   1.0000000000000000E+01   4.6425656276688661E-04   6.5566850180557440E-12   5.7695276507729876E-15
   2.0000000000000000E+01   4.0991319707557317E-03   3.1367639746289755E-03   2.3630761874282591E-05
   3.0000000000000000E+01   5.2807325067442346E-02   4.8116288015820019E-02   5.7344387062684410E-03
   4.0000000000000000E+01   1.2475577699619175E-01   8.7061400328051680E-02   4.7726106989166843E-02
   5.0000000000000000E+01   1.5533533040949182E-01   9.0908998370685501E-02   7.7891332750850570E-02
   6.0000000000000000E+01   2.0476777108727162E-01   1.2466227947142050E-01   9.2908379020428700E-02
   7.0000000000000000E+01   2.3320347207492631E-01   1.3797228526155580E-01   1.2556261821285036E-01
   8.0000000000000000E+01   3.1623088086582329E-01   2.0493109428637091E-01   1.4284005150585952E-01
   9.0000000000000000E+01   3.4342565615290366E-01   1.9274239108676205E-01   1.4832879037074970E-01
   1.0000000000000000E+02   3.8618380376600470E-01   2.2370508745056369E-01   1.9865440754979274E-01
   1.1000000000000000E+02   4.2093359506964290E-01   2.6022667903869634E-01   2.0400814976621356E-01
   1.2000000000000000E+02   4.9404057156757186E-01   2.4902062345106110E-01   2.2780242443503090E-01
   1.3000000000000000E+02   4.9638763983610956E-01   2.4827887842092838E-01   2.2579944946983652E-01
   1.4000000000000000E+02   5.6222780665618988E-01   2.9917327939341493E-01   2.4754175272526818E-01
   1.5000000000000000E+02   6.3359012485263166E-01   2.9816649858045030E-01   2.7488198598256547E-01
   1.6000000000000000E+02   6.3106839866221398E-01   2.7863001212179384E-01   2.2544963064335141E-01
   1.7000000000000000E+02   6.4173309226846942E-01   2.9974009589218720E-01   2.0927347998987139E-01
   1.8000000000000000E+02   6.4138747773290494E-01   3.0386954813699024E-01   2.0837895645117943E-01
   1.9000000000000000E+02   6.3130663313905211E-01   2.9840491423677401E-01   1.5763117884505295E-01
   2.0000000000000000E+02   6.3548411189176224E-01   3.0025629301128742E-01   1.4928518842853616E-01
   2.1000000000000000E+02   6.3206862329805502E-01   3.0074337780397409E-01   1.4523293647719326E-01
   2.2000000000000000E+02   6.2125940852776873E-01   3.0089424759410766E-01   1.3895257113856940E-01
   2.3000000000000000E+02   6.0767296408535243E-01   3.4272907276281284E-01   8.9138669943219173E-02
   2.4000000000000000E+02   5.8569932024106230E-01   3.7613969871312808E-01   1.1329092592998946E-01
   2.5000000000000000E+02   5.8466238603751752E-01   3.6936939360830673E-01   1.1863150314996290E-01
   2.6000000000000000E+02   5.0590591506386196E-01   4.0985287655779112E-01   9.4761757151247669E-02
   2.7000000000000000E+02   5.0685240666429121E-01   4.2242954553899226E-01   8.3191891415738933E-02
   2.8000000000000000E+02   4.6008003025276140E-01   4.4988804626044948E-01   6.2538731883766463E-02
   2.9000000000000000E+02   4.5969744350957653E-01   4.0795378003063770E-01   6.8783793646112715E-02
   3.0000000000000000E+02   4.5614560360761880E-01   4.1043233252338895E-01   6.8022750826956663E-02
   3.1000000000000000E+02   4.7045767728357268E-01   3.4819011062456062E-01   2.5654002233493664E-02
   3.2000000000000000E+02   5.4281232792459977E-01   3.2303472927748894E-01   1.1989470643471029E-03
   3.3000000000000000E+02   5.4156241207722911E-01   3.2349470034617722E-01   2.9350937855430748E-03
   3.4000000000000000E+02   5.3778075449777263E-01   3.0971550954767768E-01   1.8517552063273393E-02
   3.5000000000000000E+02   3.8458277308912209E-01   2.5097820129753873E-01   1.5716997608283899E-02
   3.6000000000000000E+02   4.0348057377918423E-01   2.7466700908976072E-01   2.8869836087742712E-02
   3.7000000000000000E+02   4.2965161283262776E-01   2.7864762898468254E-01   1.6490414939897696E-02
   3.8000000000000000E+02   5.8479538181724577E-01   2.1998394255694367E-01   1.3320584305243910E-02
   3.9000000000000000E+02   3.9239512029538143E-01   1.9331336437843610E-01   1.8732644350861166E-02
   4.0000000000000000E+02   3.8013996105079706E-01   2.2822168517064745E-01   7.0360413592981064E-02
   4.1000000000000000E+02   4.5362071812535854E-01   2.6959078634305433E-01   4.4777223560788046E-02
   4.2000000000000000E+02   4.5311724928447239E-01   2.6789701379388359E-01   4.3061515913827814E-02
   4.3000000000000000E+02   4.1621668942125262E-01   2.1826879808154057E-01   5.0915108005026397E-02
   4.4000000000000000E+02   4.3145708063719507E-01   2.7483126339760922E-01   1.1028893490394373E-01
   4.5000000000000000E+02   4.9761600892103663E-01   3.1919870373839859E-01   7.9552866077089501E-02
   4.6000000000000000E+02   4.7955937193203024E-01   2.7768962995776553E-01   5.6851460546063118E-02
   4.7000000000000000E+02   4.5278347057017021E-01   2.7823934620679175E-01   1.0913631802414876E-01
   4.8000000000000000E+02   5.0546875054226803E-01   3.3830498466988240E-01   1.2977087141982119E-01
   4.9000000000000000E+02   5.3500566528730920E-01   3.3566593974908931E-01   9.7322255943658870E-02
   5.0000000000000000E+02   5.2394588403680942E-01   3.1735632945265146E-01   8.0490715652984990E-02
   5.1000000000000000E+02   5.0587203032764672E-01   3.0685588244744511E-01   9.0793135784396517E-02
   5.2000000000000000E+02   5.3757813225778195E-01   3.1201875443985355E-01   1.3465190633538718E-01
   5.3000000000000000E+02   5.9303907054352523E-01   3.3632656599342031E-01   6.0236126918089050E-02
   5.4000000000000000E+02   5.8069897446547047E-01   3.1966026294306027E-01   3.7709919522406765E-02
