#        t [ns]             Re[<00|Psi>]             Im[<00|Psi>]             Re[<01|Psi>]             Im[<01|Psi>]             Re[<10|Psi>]             Im[<10|Psi>]             Re[<11|Psi>]             Im[<11|Psi>]
       0.000000   0.0000000000000000E+00   0.0000000000000000E+00   1.7083516896210585E-16   0.0000000000000000E+00  -2.1467801278086005E-16   0.0000000000000000E+00   9.9999999999999978E-01   0.0000000000000000E+00
       0.025013   0.0000000000000000E+00   0.0000000000000000E+00  -4.3149469825632308E-16  -2.3154397416032904E-16  -7.1259979596351690E-16   7.3771104049101887E-17  -2.8965337800553786E-01  -9.5712924173759339E-01
       0.050025   0.0000000000000000E+00   0.0000000000000000E+00  -3.8101995537792816E-16   7.4404356489397454E-16  -2.8620549642735353E-16   1.2087817281350659E-15  -8.3219730600007491E-01   5.5447143611500493E-01
       0.075038   0.0000000000000000E+00   0.0000000000000000E+00   8.6196148836130243E-16   5.3518100751634832E-16   1.3504348043951370E-15   7.0188448608821297E-16   7.7174958606575372E-01   6.3591585199095935E-01
       0.100050   0.0000000000000000E+00   0.0000000000000000E+00   5.9447463308309130E-16  -7.7903425214318222E-16   9.7425615713161446E-16  -1.1263575145491270E-15   3.8511378264776486E-01  -9.2285927078207020E-01
       0.125063   0.0000000000000000E+00   0.0000000000000000E+00  -5.5747956903092995E-16  -4.8724329075471783E-16  -6.5285512897041100E-16  -9.4857669435462336E-16  -9.9484510213906208E-01  -1.0129435756263547E-01
       0.150075   0.0000000000000000E+00   0.0000000000000000E+00  -2.0272575964626594E-16   3.0038067497582569E-16  -5.7817928578010375E-16   1.2641779399950102E-16   1.9120845278230378E-01   9.8153559110299304E-01
       0.175088   0.0000000000000000E+00   0.0000000000000000E+00   1.0892499932392011E-16  -1.9996999491346521E-16  -2.5309531151878766E-16  -5.2726176817944600E-17   8.8407224180474953E-01  -4.6731630102488120E-01
       0.200100   0.0000000000000000E+00   0.0000000000000000E+00  -6.1093938526235782E-16  -4.1799724440643547E-17  -7.5645099211028419E-16   3.5911065131309355E-16  -7.0335660809751710E-01  -7.1081164925561191E-01
       0.225113   0.0000000000000000E+00   0.0000000000000000E+00  -9.3106508714810910E-17   9.0931398696419823E-16   1.8536572063789285E-16   1.3093119309725977E-15  -4.7660899739519685E-01   8.7909217232053960E-01
       0.250125   0.0000000000000000E+00   0.0000000000000000E+00   1.0081711905129682E-15   1.9756873138195804E-16   1.5336462201281363E-15   1.5464181651410839E-16   9.7945623040400143E-01   2.0154439099147001E-01
       0.275138   0.0000000000000000E+00   0.0000000000000000E+00   2.6068801041440674E-16  -8.8673320302737396E-16   4.7531546023541999E-16  -1.3631532299768677E-15  -9.0798775622211989E-02  -9.9584421280113722E-01
       0.300150   0.0000000000000000E+00   0.0000000000000000E+00  -5.9711137327235084E-16  -2.0135628427686160E-16  -8.6668453133833417E-16  -5.9505412868422302E-16  -9.2685144421940002E-01   3.7535580347409547E-01
       0.325163   0.0000000000000000E+00   0.0000000000000000E+00   1.0652291336984034E-17   2.4301548854727781E-16  -4.1110437631602708E-16   2.2147780103490719E-16   6.2772966729901813E-01   7.7839354358688440E-01
       0.350175   0.0000000000000000E+00   0.0000000000000000E+00  -6.0959717919080246E-17  -3.3784388235805782E-16  -3.5384489644161136E-16  -5.6051818921254133E-17   5.6319920354403497E-01  -8.2628273980929989E-01
       0.375188   0.0000000000000000E+00   0.0000000000000000E+00  -6.8601270813894852E-16   2.3314242417803202E-16  -6.6626551491434686E-16   6.8084109461932722E-16  -9.5399192402651045E-01  -2.9971883986223913E-01
       0.400200   0.0000000000000000E+00   0.0000000000000000E+00   2.5422039745214814E-16   9.3900617591583748E-16   6.8621542747677344E-16   1.2102422706373672E-15  -1.0542682542832313E-02   9.9990814130106243E-01
       0.425213   0.0000000000000000E+00   0.0000000000000000E+00   1.0034999624541051E-15  -1.7073208981843095E-16   1.4878726065226634E-15  -4.2551406622068425E-16   9.6009504471692886E-01  -2.7953606108490708E-01
       0.450225   0.0000000000000000E+00   0.0000000000000000E+00  -7.1572480644052785E-17  -8.4589822365116699E-16  -5.6817260337923808E-17  -1.3844261389463905E-15  -5.4564691110784080E-01  -8.3796647778962552E-01
       0.475238   0.0000000000000000E+00   0.0000000000000000E+00  -5.0653665653277918E-16   4.7396519714969975E-17  -9.1536615821242859E-16  -2.2502639989636950E-16  -6.4399374849419799E-01   7.6497443525069064E-01
       0.500250   0.0000000000000000E+00   0.0000000000000000E+00   1.4970382137068359E-16   8.5402868584101473E-17  -2.6790022577065669E-16   2.2248707124502897E-16   9.1871436584647659E-01   3.9480781892236622E-01
       0.525263   0.0000000000000000E+00   0.0000000000000000E+00  -2.9503596499866771E-16  -3.6648326554919278E-16  -4.7731818972473021E-16   2.4682164135259091E-17   1.1177338886156077E-01  -9.9368580279062080E-01
       0.550275   0.0000000000000000E+00   0.0000000000000000E+00  -6.2454994361776075E-16   5.3517317832689869E-16  -4.2600244719042699E-16   9.7123653778514128E-16  -9.8346127862390997E-01   1.8084287053959919E-01
       0.575288   0.0000000000000000E+00   0.0000000000000000E+00   5.9382765726057318E-16   8.1784668198326896E-16   1.1275653096962652E-15   9.0874634091253329E-16   4.5795288106282250E-01   8.8891779956199513E-01
       0.600300   0.0000000000000000E+00   0.0000000000000000E+00   8.5039736187086889E-16  -5.0008199679179141E-16   1.2190111857204227E-15  -9.4137733705051279E-16   7.1816162050293786E-01  -6.9579813723856854E-01
       0.625313   0.0000000000000000E+00   0.0000000000000000E+00  -3.3702742690018832E-16  -6.7656915605532108E-16  -5.3168262192226984E-16  -1.2034247446998933E-15  -8.7398668285555581E-01  -4.8583320641678157E-01
       0.650325   0.0000000000000000E+00   0.0000000000000000E+00  -3.2226853287661144E-16   2.0436103625560865E-16  -8.2169700128056754E-16   9.1584410838047870E-17  -2.1185197344043161E-01   9.7724144046146644E-01
       0.675338   0.0000000000000000E+00   0.0000000000000000E+00   1.7525741279009017E-16  -1.2171887833733388E-16  -1.8904786982481492E-16   1.6608723231041048E-16   9.9670999867017906E-01  -8.0291565672198931E-02
       0.700350   0.0000000000000000E+00   0.0000000000000000E+00  -5.3188267518789749E-16  -2.6516315876029244E-16  -5.6940674287122504E-16   1.9838151998822140E-16  -3.6554982339858427E-01  -9.3072356205451090E-01
       0.725363   0.0000000000000000E+00   0.0000000000000000E+00  -4.2524783504193738E-16   7.9704765526974816E-16  -5.4027171063029800E-17   1.1586859437044867E-15  -7.8493999604980635E-01   6.1946564905244705E-01
       0.750375   0.0000000000000000E+00   0.0000000000000000E+00   8.5856969098223854E-16   5.6318055783491781E-16   1.4256537873801203E-15   4.4203653635192710E-16   8.2026920837736783E-01   5.7185870542336203E-01
       0.775388   0.0000000000000000E+00   0.0000000000000000E+00   5.8275799737214664E-16  -7.2985054331627108E-16   7.7393439169737074E-16  -1.3076198433047438E-15   3.0974894201412601E-01  -9.5074445123221873E-01
       0.800400   0.0000000000000000E+00   0.0000000000000000E+00  -4.8765413501165886E-16  -4.2619274289720416E-16  -8.7598543884225363E-16  -8.6982605528996347E-16  -9.9970514310836833E-01  -2.1083428062055112E-02
       0.825413   0.0000000000000000E+00   0.0000000000000000E+00  -1.0170362214644179E-16   2.3900855767486598E-16  -6.3531366622866643E-16   3.0654792120113594E-16   2.6938840622197247E-01   9.6295391176263501E-01
       0.850425   0.0000000000000000E+00   0.0000000000000000E+00   7.7229045133198522E-17  -3.1508939768228847E-16  -1.8896183386412156E-16   1.0273988366371703E-16   8.4364208554740505E-01  -5.3676237441690389E-01
       0.875438   0.0000000000000000E+00   0.0000000000000000E+00  -7.0693228560197267E-16  -4.4871949512458054E-17  -5.7629239121188540E-16   4.4370063479243968E-16  -7.5811474435926351E-01  -6.5199947470315522E-01
       0.900450   0.0000000000000000E+00   0.0000000000000000E+00  -1.1851363012258676E-16   9.5787720734114985E-16   3.9785629542772891E-16   1.1846720241725421E-15  -4.0445726620712491E-01   9.1446764075767528E-01
       0.925463   0.0000000000000000E+00   0.0000000000000000E+00   9.9644676119321073E-16   2.2132785361234878E-16   1.5195174447338691E-15  -1.1838247261451168E-16   9.9241613303724308E-01   1.2223923527823727E-01
       0.950475   0.0000000000000000E+00   0.0000000000000000E+00   2.5811942055258888E-16  -8.2191827411181891E-16   2.3098583421330219E-16  -1.4675506866499949E-15  -1.7045793877733115E-01  -9.8527750834770267E-01
       0.975488   0.0000000000000000E+00   0.0000000000000000E+00  -5.0334316442861654E-16  -1.5833409303884037E-16  -1.0473416634359289E-15  -4.5753899224542405E-16  -8.9366419670407460E-01   4.4853923629046583E-01
       1.000500   0.0000000000000000E+00   0.0000000000000000E+00   9.0701430720365581E-17   1.5180611163768910E-16  -4.1872427327018965E-16   4.0228631873793274E-16   6.8816287253573061E-01   7.2543123000142895E-01
       1.025513   0.0000000000000000E+00   0.0000000000000000E+00  -1.2289449677204679E-16  -4.3412889737488968E-16  -2.5299051930210072E-16   8.1733109228042837E-17   4.9500274244579323E-01  -8.6878441469955725E-01
       1.050525   0.0000000000000000E+00   0.0000000000000000E+00  -7.6777956613377939E-16   2.5379671850317149E-16  -4.5978524300496701E-16   7.1232382057965569E-16  -9.7491818457867563E-01  -2.2213525903734560E-01
       1.075538   0.0000000000000000E+00   0.0000000000000000E+00   2.4002875835794067E-16   9.7725128298404270E-16   8.5338014220416045E-16   1.0186638849854857E-15   6.9776193427644365E-02   9.9746493094086153E-01
       1.100550   0.0000000000000000E+00   0.0000000000000000E+00   9.8232946997137463E-16  -1.4270751163108197E-16   1.3844052287731002E-15  -6.8005587862903055E-16   9.3449194289460336E-01  -3.5570392183347349E-01
       1.125563   0.0000000000000000E+00   0.0000000000000000E+00  -5.5518448964412612E-17  -7.6897987855831375E-16  -3.1599185137991291E-16  -1.4037704414396428E-15  -6.1113337300670589E-01  -7.9139872218543283E-01
       1.150575   0.0000000000000000E+00   0.0000000000000000E+00  -3.9603793625796774E-16   6.2254207705054058E-17  -1.0408031111142801E-15  -4.7873323914828543E-17  -5.8045401296301657E-01   8.1416493517658384E-01
       1.175588   0.0000000000000000E+00   0.0000000000000000E+00   1.9884205541195129E-16  -2.6192029731285467E-17  -2.3111700157214278E-16   3.9310496580983697E-16   9.4739153272146392E-01   3.1974388554005417E-01
       1.200600   0.0000000000000000E+00   0.0000000000000000E+00  -3.7699418817762405E-16  -4.3553673763100807E-16  -3.4210678362570292E-16   1.3670576206299286E-16   3.1621064937254105E-02  -9.9939103591201395E-01
       1.225613   0.0000000000000000E+00   0.0000000000000000E+00  -6.8674660586900669E-16   5.6968666028901202E-16  -2.0940214728070411E-16   9.3941218334294108E-16  -9.6570553269202397E-01   2.5921154363440485E-01
       1.250625   0.0000000000000000E+00   0.0000000000000000E+00   5.8188931298004168E-16   8.4471522229544277E-16   1.2269819332886575E-15   6.6735453458084779E-16   5.2781881795484609E-01   8.4922350501739785E-01
       1.275638   0.0000000000000000E+00   0.0000000000000000E+00   8.2354305502545054E-16  -4.5980621346382075E-16   1.0377794570380996E-15  -1.1477089779322351E-15   6.5993214581565451E-01  -7.5117128195640548E-01
       1.300650   0.0000000000000000E+00   0.0000000000000000E+00  -2.9520207415082138E-16  -5.9574255514778464E-16  -7.7658807961467755E-16  -1.1404697017614099E-15  -9.1011957484104289E-01  -4.1406105501869822E-01
       1.325663   0.0000000000000000E+00   0.0000000000000000E+00  -2.0641634369813782E-16   1.8473690025508450E-16  -8.8693844956282862E-16   2.8805125278369853E-16  -1.3269073434611894E-01   9.9103624187280115E-01
       1.350675   0.0000000000000000E+00   0.0000000000000000E+00   1.8837688235377742E-16  -2.4092615369654418E-16  -1.1384827706491718E-16   3.1865810228532391E-16   9.8698408616739497E-01  -1.6005481327670820E-01
       1.375688   0.0000000000000000E+00   0.0000000000000000E+00  -6.2153561774607642E-16  -3.0388208676351023E-16  -4.0408749212939412E-16   2.7531379681770270E-16  -4.3907641670997288E-01  -8.9831091267069574E-01
       1.400700   0.0000000000000000E+00   0.0000000000000000E+00  -4.6777645926519789E-16   8.3497278287309515E-16   1.5189851822745495E-16   1.0588610292864893E-15  -7.3261967537398454E-01   6.8045166818939040E-01
       1.425713   0.0000000000000000E+00   0.0000000000000000E+00   8.4107491862016186E-16   5.8240306671461856E-16   1.4418733006242975E-15   1.7591146772454382E-16   8.6348595301748121E-01   5.0411659008625798E-01
       1.450725   0.0000000000000000E+00   0.0000000000000000E+00   5.5802561640792317E-16  -6.7221941174715435E-16   5.3648919919154144E-16  -1.4422540277120010E-15   2.3239310642779240E-01  -9.7248672871900865E-01
       1.475738   0.0000000000000000E+00   0.0000000000000000E+00  -4.1727476413707862E-16  -3.5275948843114344E-16  -1.0815748807484174E-15  -7.3699188518794338E-16  -9.9810893357718067E-01   5.9253828343276145E-02
       1.500750   0.0000000000000000E+00   0.0000000000000000E+00   6.0966880079883173E-18   1.8396976266315655E-16  -6.4218539043033233E-16   5.0368904487379644E-16   3.4581919606817696E-01   9.3815617522876638E-01
       1.525763   0.0000000000000000E+00   0.0000000000000000E+00   5.5014665432227833E-17  -4.2831478827501534E-16  -8.1044392287029389E-17   2.3144789087408878E-16   7.9776901029480807E-01  -6.0273377020915209E-01
