#    row  column               value [au]
     142      73  -6.6167363417641062E-08
     145      73  -8.1885442038881668E-08
     149      73  -1.6717045733507151E-08
       2      74   1.9802041805847383E-05
       6      74  -3.0128397928165140E-05
       7      74   1.1243739386026449E-05
      11      74  -2.0294260430016135E-03
      12      74   3.6695773410295567E-04
      17      74   9.4029928072936647E-05
      25      74  -1.4726992407218340E-03
      28      74   4.9078908369071189E-03
      29      74   4.4235800211295324E-05
      30      74   2.6905831029357021E-05
      38      74  -5.6524333054687945E-02
      41      74  -1.0039153554893340E-05
      44      74  -3.9962188280942029E-02
      46      74   2.6606678622497153E-02
      47      74   2.4166043770671034E-03
      59      74  -1.0358563825047094E-02
      61      74  -7.9009483772686743E-03
      62      74   5.3197040484598947E-03
      63      74  -3.0726571904580988E-02
      66      74   8.7277669616086251E-01
      67      74  -3.3040386683317740E-13
      69      74   2.2110392772431038E-15
      77      74  -3.1329141743210660E-15
      78      74  -9.1139335120650949E-02
      79      74   1.2644229863762585E-01
      80      74  -4.4697753656102351E-15
      81      74   1.2990425437239888E-02
      82      74   1.9245374370519388E-15
      83      74   5.6994738021855222E-15
      84      74   9.8537160655857192E-01
      89      74   1.0273908107337692E-15
      92      74  -7.2691933277069021E-02
      93      74   1.0913783199964796E-15
      94      74   5.9398230231206661E-04
      99      74  -5.5742931043025239E-02
     108      74  -5.7018272342619358E-03
     110      74  -1.5948239837446209E-02
     120      74  -3.3755761408284957E-02
     126      74  -1.2922145141708023E-02
     130      74  -4.2683933427573220E-02
     131      74  -1.4943386385439732E-02
     139      74  -2.4915407997042546E-03
     144      74   1.1163095747780506E-02
     148      74   1.7752401243052905E-02
      14      75  -1.4736034550194191E-04
      19      75  -1.7163733627594143E-04
      20      75  -8.2439627025625908E-05
      23      75  -2.1505028641569698E-03
      24      75   5.0183878249379155E-04
      34      75  -8.9103115289179552E-03
      36      75   4.6104747587639387E-04
      40      75  -6.3148081367588649E-02
      51      75  -4.1999837607275036E-03
      52      75  -1.7060706191039547E-02
      53      75   1.2041012714627307E-15
      55      75  -1.0002979936224430E-03
      57      75  -8.2662595357261448E-02
      63      75  -1.3582266034590001E-15
      64      75  -3.3617309816516043E-15
      65      75   1.1703566516070296E-01
      66      75   1.8594992929071060E-13
      67      75   4.9883418363074933E-01
      69      75   1.5541892768503761E-15
      72      75  -1.9712946195354613E-02
      73      75  -1.0073175960476266E-03
      75      75   2.6288215139092015E-15
      78      75   1.0936892328561815E-15
      79      75  -1.1984907315984083E-15
      80      75  -1.0284751015634402E-01
      81      75  -3.2804763294026626E-14
      83      75   7.0942074751222706E-01
      84      75  -6.3742922492427969E-15
      85      75   1.2204207452022803E-01
      86      75  -1.0149329620325524E-15
      90      75  -5.1996696535495295E-04
      93      75   1.1314736850939168E-15
      95      75  -1.8872373848859866E-02
      98      75  -3.0928019113856350E-03
     100      75  -7.8630630552524561E-02
     109      75  -1.0600877543839291E-02
     115      75  -1.4003425970628847E-04
     118      75  -9.5897201520438625E-04
     121      75  -2.1367557676118141E-04
     125      75  -4.4051428187409465E-03
     129      75   3.7509993724080666E-05
     135      75  -1.2431508709587575E-03
     136      75   7.0444236377646289E-05
     138      75   2.1544926335753380E-04
     140      75   1.1179758639506703E-04
     146      75  -4.7282791286502189E-05
     147      75  -4.4280221013030498E-05
     150      75  -1.2875127143070043E-04
      14      76   1.4718072453732447E-05
      19      76  -4.8543344548967285E-05
      20      76  -4.9261575717003073E-04
      23      76  -8.7722717625538080E-05
      24      76   8.5960325111770434E-04
      34      76  -5.4189567998399940E-02
      36      76  -7.6272859439909313E-05
      40      76   1.0378175636970076E-02
      51      76  -6.5513870392738805E-04
      52      76  -1.1972578386764727E-02
      55      76  -5.9737588539361744E-03
      57      76   1.3650976570771826E-02
      64      76   1.0728473339616653E-15
      65      76   6.6892543734380405E-01
      66      76  -3.3304424531429855E-14
      67      76  -9.0909583980677083E-02
      72      76  -1.2150084795450397E-01
      73      76   9.8132023492580140E-04
      80      76   1.6996630769988866E-02
      81      76   5.7942310610459594E-15
      82      76  -1.0144870441916329E-15
      83      76  -1.0018944577177816E-01
      84      76   1.5734681332454010E-15
      85      76   8.2596341493916603E-01
      90      76  -3.5754583152042153E-03
      95      76   1.9950334761976241E-03
      98      76   5.8894915996546683E-04
     100      76   1.0406502722552896E-02
     106      76  -1.0495863630431891E-15
     109      76  -6.5077343002340124E-02
     115      76   1.4995953496622908E-04
     118      76   4.4183672453101573E-04
     121      76   1.3184011347382318E-04
     125      76   2.2522189395460177E-03
     129      76  -2.8354828223815630E-04
     135      76  -3.0213046007026008E-03
     136      76  -1.4976295261532973E-04
     138      76   5.3615360110726990E-04
     140      76  -2.7734450287486328E-04
     146      76  -3.4237936992789493E-04
     147      76   1.0319341816984791E-04
     150      76   3.1416838513808785E-04
       2      77  -4.0842989308197917E-05
       4      77   1.0415543111037420E-03
      11      77   3.7255765848388263E-04
      12      77   1.7776479153404209E-03
      16      77   3.7754999135223028E-03
      21      77  -2.7760906180372903E-02
      28      77  -3.0155628665382722E-04
      35      77   1.2234952123885503E-15
      38      77  -4.8242943466968169E-02
      39      77   1.0915337030646543E-15
      44      77  -2.8711003858389642E-03
      45      77  -1.0975770322805272E-15
      46      77   9.5330388574850333E-03
      48      77   3.4609152487034875E-02
      58      77   2.8361242845288293E-01
      59      77   4.7199404830974871E-03
      60      77  -4.3596079511330025E-15
      61      77   1.7627730423141709E-15
      62      77   1.4137875902034891E-15
      63      77   9.9747767058724224E-01
      67      77   2.1146162327469595E-15
      68      77   2.4496497773771826E-15
      69      77   2.5188982512252605E-14
      70      77   2.3287682603997717E-02
      73      77  -1.5457124379577359E-15
      74      77  -3.1329141743210668E-15
      77      77   2.1702056208499631E-15
      78      77   3.0147021968289608E-02
      79      77   3.4146898668954684E-01
      84      77  -2.4227714135720382E-01
      93      77   2.4098741696560950E-14
     101      77   8.7828077621154228E-15
     108      77   4.4126110885702577E-02
     120      77   2.3777732829009882E-01
     130      77   3.2009276695457528E-02
     137      77  -2.1243224481627525E-15
     143      77  -1.6663637856930769E-15
       1      78  -2.0480180227786580E-06
       3      78   6.6552904579551863E-04
       9      78   1.1012057198379988E-04
      10      78  -4.2883522166351325E-05
      13      78  -1.0506577004793929E-02
      15      78  -7.4965036940119068E-03
      22      78  -3.6535411038401628E-03
      31      78  -1.3192090596251126E-03
      35      78   1.0535048175192057E-02
      37      78   1.5849090077404041E-02
      39      78  -6.0290993969855195E-03
      45      78   1.4027566697840270E-02
      49      78  -2.3707883273433671E-02
      53      78   6.4877726780892975E-03
      54      78  -9.8625856949708796E-03
      58      78  -7.3927952155413146E-15
      60      78  -1.6434578778924777E-01
      61      78   1.4934137038571481E-15
      63      78  -2.5535040228576162E-14
      66      78  -2.0595799422083201E-15
      68      78   1.3359963243117767E-01
      69      78   9.8139691264693396E-01
      71      78  -1.8259137380303400E-15
      74      78  -9.1139335120650949E-02
      75      78   1.0936892328561821E-15
      77      78   3.0147021968289615E-02
      78      78  -1.7989697711946227E-15
      79      78  -7.4326811270337628E-15
      83      78  -1.4333859850337744E-15
      84      78   4.8967204545014584E-15
      89      78   4.4867805521032783E-02
      93      78   9.2411811619992168E-01
      99      78   1.4581946999839817E-15
     101      78   3.7760461492865116E-01
     102      78   1.8670293659131441E-02
     107      78  -5.1947333842012923E-02
     110      78   1.1200903134628305E-15
     113      78   2.3569715822747316E-02
     120      78  -6.8115971954080543E-15
     124      78  -4.4872440147725087E-04
     137      78  -8.3575288386256788E-02
     143      78  -6.9487117087808678E-02
       1      79  -7.1191663945395987E-08
       3      79   6.7495628980585379E-05
       9      79  -5.2650531744895516E-06
      10      79  -5.4593035661406239E-05
      13      79  -1.5184126157992796E-03
      15      79  -3.5816269807744500E-04
      22      79  -1.8093792057369845E-04
      31      79   2.9378604224530396E-03
      35      79   8.3215989606880635E-04
      37      79   2.6456048464605403E-04
      39      79  -5.1322555274458087E-04
      45      79  -3.7660606287371008E-02
      49      79  -1.5182441447431811E-05
      53      79  -8.3472837234519703E-02
      54      79   1.3574741171795366E-02
      60      79  -3.7288058909726593E-03
      61      79  -1.1834100594975370E-15
      67      79  -2.4084304043649823E-15
      68      79   1.0488698312054805E+00
      69      79  -1.3647986636529849E-01
      74      79   1.2644229863762585E-01
      75      79  -1.1984907315984079E-15
      77      79   3.4146898668954678E-01
      78      79  -7.4326811270337581E-15
      83      79   1.4044245380206125E-15
      84      79   1.7005653885691824E-15
      89      79   1.2834512501920308E-03
      93      79  -5.8260363342676022E-02
     101      79   1.5395139027501675E-01
     102      79  -1.4703757272446052E-01
     107      79   1.7854076317920294E-03
     113      79   3.1190827971986433E-02
     124      79   2.2979672174779664E-01
     137      79   1.0911200433617420E-03
     143      79  -2.3731875587371394E-02
      18      80  -8.0934551090551548E-06
      27      80   4.3707639337271010E-07
      32      80   3.8105522837444928E-04
      37      80   1.5194541973821940E-14
      42      80  -6.3746508886433434E-02
      43      80   5.5300043306251521E-03
      49      80   3.8493653043466722E-15
      50      80  -4.1789554909160767E-03
      53      80  -1.4027270695846901E-15
      56      80   3.8748765381094902E-06
      64      80  -4.0670783572152445E-04
      65      80   1.1553190864870032E-15
      66      80   1.2390117443723023E-15
      68      80   3.9082164608792613E-15
      69      80   2.5823860645641135E-14
      71      80   4.8954741940295271E-01
      72      80  -2.8210740684779977E-13
      73      80   3.1809341256365656E-15
      74      80  -4.4697753656102382E-15
      75      80  -1.0284751015634401E-01
      76      80   1.6996630769988866E-02
      80      80   1.2621745247380561E-15
      82      80   1.0592918116860158E-02
      85      80   3.7886432280019218E-14
      86      80   1.0526555944197222E-03
      88      80   6.9331418254892330E-01
      89      80  -3.1945711217784802E-13
      90      80   1.1539640464723233E-15
      91      80   1.3840695193375200E-03
      92      80  -1.1903700713470997E-14
      95      80  -1.7029129910927251E-15
      97      80  -5.4503759903540196E-04
      99      80  -1.2863482182190071E-15
     102      80  -4.1688317628534125E-15
     103      80  -9.4528036398347417E-05
     106      80  -7.7908738871802136E-02
     107      80   3.3815039955567988E-14
     109      80   1.2301385251857227E-15
     111      80  -1.0843430976075600E-04
     113      80  -1.5084690128982635E-14
     115      80   1.8095415580652939E-14
     116      80   5.0388835476434793E-03
     119      80  -7.1657960565051960E-06
     121      80  -2.2325709579332867E-15
     127      80  -7.5899518887499197E-04
     128      80  -1.6497264843038314E-04
     129      80   3.4633200295488655E-15
     132      80  -4.3737160322645172E-03
     133      80   5.8172776326632441E-06
     137      80   9.3292004796003979E-15
     140      80   5.6435495863866866E-15
     141      80  -6.4658241297886490E-04
     142      80  -1.3779774472778797E-07
     143      80   5.3935180506465446E-15
     145      80  -2.0338304476539411E-06
     147      80  -6.0250261466634748E-15
     149      80  -3.9604235835219643E-07
     150      80  -3.0356407648005042E-15
       1      81   1.1065622367355952E-07
       9      81   2.7795571923163865E-05
      10      81  -1.6613931133834968E-04
      14      81   2.9897314679854206E-06
      19      81   2.5830356254597966E-06
      22      81  -4.5322941910592242E-04
      23      81  -7.0310029112701327E-05
      24      81  -1.0212099980525422E-03
      31      81  -5.3434883719648252E-04
      34      81   4.8264952343700867E-04
      37      81  -4.8337953811928382E-02
      39      81   1.1153418765276965E-03
      40      81  -1.7680674697345583E-05
      42      81  -2.1071531616178241E-14
      43      81   2.3067257315783343E-15
      49      81  -1.1913534936948571E-02
      50      81  -1.4483713177592840E-15
      51      81  -4.3364886903756396E-05
      52      81  -8.1937067748958877E-04
      53      81   8.8761353243310998E-05
      57      81   1.7986693457929961E-05
      61      81  -1.8191650391258262E-15
      68      81  -1.2618492094640702E-02
      69      81  -8.0850659707481412E-02
      71      81   1.5586232853472212E-13
      72      81   8.8298347840552571E-01
      73      81   2.8413562606071752E-15
      74      81   1.2990425437239909E-02
      75      81  -3.2804763294026645E-14
      76      81   5.7942310610459594E-15
      82      81   1.0452565414001973E-15
      83      81  -3.0702575997373070E-03
      85      81  -1.0941179266938046E-01
      88      81   2.2377794457777619E-13
      89      81   9.9652072624568211E-01
      90      81  -1.9855989536563743E-04
      92      81   9.0330605771498345E-15
      94      81   1.2205987795538853E-15
      98      81   1.4425513754532274E-04
     102      81   8.5546900026857026E-03
     106      81  -2.4607098862872820E-14
     107      81  -9.8413795630889159E-02
     108      81   2.5154186266828821E-15
     113      81   4.7784032842790571E-02
     115      81  -5.6711850800279746E-02
     116      81   1.3672675172919905E-15
     121      81   7.7794231016081062E-03
     124      81  -1.0862394001483100E-03
     126      81  -1.7492220511717175E-15
     129      81  -1.1150159329223979E-02
     132      81  -1.4513067592351770E-15
     136      81  -4.0555714506965786E-04
     137      81  -2.8531270216191191E-02
     140      81  -1.7432293696981051E-02
     143      81  -1.6431584118219569E-02
     147      81   1.8564441171289442E-02
     150      81   9.7795004309785445E-03
      14      82  -1.0789054532638483E-03
      19      82  -1.5484912993364666E-03
      20      82  -1.9948342151219987E-06
      23      82   5.8259849377971572E-04
      24      82   8.9107540770662992E-04
      34      82   6.4348028572248548E-04
      36      82  -4.9683554515366789E-05
      40      82   3.9484730767616900E-03
      41      82   1.0026305579179326E-15
      51      82  -7.6444106147092296E-03
      52      82  -6.8776666872171571E-02
      55      82   1.0759072814390452E-04
      57      82  -6.1434292798201881E-02
      65      82  -2.7506417213483802E-03
      67      82  -6.6252900424515863E-06
      68      82  -1.1435174626428850E-15
      71      82  -2.9820104318524521E-15
      72      82   1.7847643397782952E-03
      73      82   5.0627253197495226E-01
      74      82   1.9245374370519412E-15
      76      82  -1.0144870441916331E-15
      80      82   1.0592918116860152E-02
      81      82   1.0452565414001967E-15
      83      82  -1.4329042042140314E-03
      85      82   1.6796174507241399E-03
      89      82  -2.2032276996582869E-15
      90      82   7.1578393120721873E-01
      91      82   9.6260952053701801E-15
      92      82  -2.1861347369896952E-15
      94      82  -2.7699368601780853E-15
      95      82  -1.0406172504904741E-01
      98      82   1.1107614872520864E-03
     100      82  -5.9166555403142813E-02
     109      82  -1.1217256178412537E-02
     115      82  -1.0220919818413317E-03
     118      82  -7.6397354863525190E-03
     121      82  -4.1979006874151207E-04
     125      82   1.7275170680758993E-03
     129      82   1.8248741913099394E-04
     135      82   2.3188987550307852E-04
     136      82   1.5690276840440797E-04
     138      82  -1.8882645693009205E-05
     140      82   2.8913840659911813E-04
     146      82   1.7308027718682198E-06
     147      82  -1.0544200840160725E-04
     150      82  -3.1360082000965927E-04
       6      83  -4.7194915902891462E-05
       7      83   1.1366177729436607E-05
      17      83  -2.0614866247354444E-04
      18      83   4.1428263776770163E-06
      25      83  -2.1507854875632269E-04
      27      83  -1.7310507362800629E-05
      29      83  -2.1031697138067253E-03
      30      83  -2.1558655239596737E-03
      32      83  -8.7145032864819098E-04
      41      83  -1.0488023885747346E-03
      42      83   5.8115709730417796E-04
      43      83  -6.4353914571893775E-05
      44      83  -1.1274715307269612E-15
      47      83  -6.2164979975182007E-02
      50      83  -1.3817075746854626E-04
      61      83  -4.4657786434086945E-03
      62      83  -1.4876497629642859E-02
      64      83  -1.7116058254028834E-04
      66      83  -8.3165831784507635E-02
      67      83   3.0079415238269890E-14
      71      83   5.8927738465501541E-15
      72      83   1.0115685843945270E-15
      73      83  -1.6978607304895338E-15
      74      83   5.6994738021855222E-15
      75      83   7.0942074751222695E-01
      76      83  -1.0018944577177816E-01
      78      83  -1.4333859850337742E-15
      79      83   1.4044245380206123E-15
      81      83  -3.0702575997373100E-03
      82      83  -1.4329042042140318E-03
      84      83  -1.1017564653386764E-15
      88      83  -9.9546084016307990E-02
      89      83  -8.0850693279396716E-15
      90      83   3.1217894561319971E-15
      92      83   8.7640495099515803E-01
      94      83   2.7768871897430529E-03
      99      83   4.4156453694416328E-03
     101      83   1.4140768624382226E-15
     103      83  -1.8364954783834011E-02
     110      83  -7.9612457844553917E-03
     111      83  -7.8853828149633140E-02
     119      83  -1.6646106625416109E-03
     126      83  -2.3834538331835397E-03
     128      83  -1.5909676801321990E-03
     131      83  -4.2869996114120656E-03
     133      83  -6.4444783841937255E-03
     139      83   6.1335498259998519E-04
     142      83   3.3905568190315189E-04
     144      83   2.7459406219586548E-03
     145      83   1.3979950669259593E-03
     148      83   3.6463648582014704E-03
     149      83  -1.9425493853904420E-03
       1      84  -1.5987848042876634E-06
       3      84   5.4018374942042596E-04
       9      84   1.8403687859050545E-07
      10      84   1.0669183971714545E-04
      13      84  -6.6941754270648766E-03
      15      84  -7.9323446701194782E-03
      22      84  -4.4263423634469232E-04
      31      84  -4.6023880958221521E-03
      35      84   7.0564200280981183E-03
      37      84  -3.4538048769347686E-04
      39      84  -2.1121103865185975E-03
      45      84   7.8649822180318751E-03
      49      84   4.3598038360057280E-03
      53      84   3.1364406812397848E-02
      54      84   3.1700767415101987E-03
      60      84   2.9860715342353360E-02
      61      84   1.4267220195131603E-15
      68      84  -1.1043593958929673E-01
      69      84   9.4449582740809862E-02
      73      84  -3.7870123213554677E-15
      74      84   9.8537160655857181E-01
      75      84  -6.3742922492427969E-15
      76      84   1.5734681332454010E-15
      77      84  -2.4227714135720380E-01
      78      84   4.8967204545014584E-15
      79      84   1.7005653885691820E-15
      83      84  -1.1017564653386760E-15
      89      84   2.1318567734666144E-02
      92      84  -1.9191940810656820E-15
      93      84  -4.3361848742758813E-01
     101      84   8.9044443291138198E-01
     102      84   4.5537107422567273E-02
     107      84   2.2805341985784287E-02
     113      84  -2.6151073128027093E-03
     124      84  -6.0654815115451538E-02
     137      84   1.0775178075460452E-02
     143      84  -1.0419304775531836E-01
       6      85   4.0560555060643736E-07
       7      85  -1.5759386099212415E-05
      17      85  -8.6778568923945144E-06
      18      85   2.0676750255554141E-05
      25      85  -1.0888598681490015E-04
      27      85  -8.4505238033792923E-04
      29      85  -8.1480077618070922E-06
      30      85  -1.0666964908593805E-03
      32      85   1.7949075284340557E-05
      41      85  -5.3736063255433980E-02
      42      85  -1.1108503250837966E-05
      43      85   1.9902268338339294E-05
      45      85   1.0236514502152304E-15
      47      85   1.1806040103210422E-03
      50      85  -6.2820057119838756E-06
      61      85  -1.3640657280462115E-03
      62      85  -1.6317857709428521E-02
      64      85  -8.4630867014276016E-03
      66      85   1.2743727028509352E-03
      71      85   2.4229828523449368E-15
      73      85   1.5880518369830479E-15
      75      85   1.2204207452022803E-01
      76      85   8.2596341493916603E-01
      80      85   3.7886432280019174E-14
      81      85  -1.0941179266938046E-01
      82      85   1.6796174507241384E-03
      86      85  -1.2925674324477229E-15
      88      85   1.9170441176357604E-03
      89      85  -1.0350908011860745E-15
      92      85   1.1462949372694825E-03
      94      85   9.6666206915118547E-01
      95      85  -6.4105682623847288E-15
      99      85  -1.4597636868283893E-02
     103      85  -1.3968870951696871E-03
     110      85  -4.8397503281691963E-04
     111      85  -1.4244596058526375E-03
     119      85  -6.5458999773749832E-02
     126      85   8.4464089884997325E-03
     128      85   8.2464562307557035E-04
     131      85   1.7883163434606409E-03
     133      85   2.7354016340147514E-03
     139      85  -6.9104105525628007E-03
     142      85  -5.4878192869136297E-03
     144      85   2.3928742878681452E-03
     145      85  -1.0274735682677455E-03
     148      85  -4.3584908710295311E-03
     149      85   2.2282598901663263E-03
      20      86   5.7531234933715471E-04
      36      86   2.0759746008185430E-04
      55      86  -6.6395677772459499E-02
      65      86  -9.6456991298014729E-04
      66      86  -7.4315159353216317E-15
      67      86  -1.9427877379778188E-02
      71      86   1.4084585326767329E-15
      73      86  -1.0563704343041416E-01
      75      86  -1.0149329620325524E-15
      80      86   1.0526555944197226E-03
      85      86  -1.2925674324477235E-15
      86      86  -1.5954194268018357E-15
      87      86  -1.5142653567506076E-01
      88      86   1.3585954368850017E-15
      94      86   3.6692446326733198E-15
      95      86   5.1455394990099934E-01
      96      86  -2.0524513760964664E-02
      97      86   1.4827967801372049E-15
     100      86   7.3193529414952545E-04
     104      86  -8.5834911365913910E-02
     105      86   1.0605439809677142E-15
     109      86  -6.1452260958917660E-03
     117      86  -2.0380757734510639E-03
     118      86  -1.6961825829928570E-04
     122      86  -5.3399581844501944E-03
     125      86  -1.9548193774438790E-04
     134      86   8.7273834473364692E-05
     135      86   8.6430301372606173E-06
     138      86   1.6898195962426125E-06
     146      86   8.7759850958443017E-08
      56      87  -6.6088997958275358E-02
      71      87  -5.0047458165688357E-04
      86      87  -1.5142653567506076E-01
      91      87   2.6009712906886695E-02
      95      87  -1.5977257804935828E-15
      96      87  -3.3942816407576513E-15
      97      87   4.7826472334962378E-01
     105      87  -8.1057827413365979E-02
     106      87  -2.0586956677282162E-04
     112      87   1.0902157548202654E-02
     116      87  -1.1695880265999151E-04
     123      87  -4.7458426360969972E-03
     127      87  -2.0671959230790998E-04
     132      87   7.2847756673833553E-06
     141      87   3.6345034002357780E-07
      14      88   4.6023074258119701E-06
      19      88   8.6723218320086537E-06
      20      88   9.0694155524600285E-08
      23      88  -2.0060159636885126E-04
      24      88   3.8244357703757660E-06
      34      88   6.4215080919757217E-07
      36      88  -7.8439794098782091E-04
      40      88   4.4426606997922263E-04
      51      88  -6.2192384319105745E-02
      52      88   5.3975833811159427E-03
      55      88  -2.6047646370550774E-06
      57      88  -5.6711821738399046E-03
      65      88  -1.7954712426245762E-05
      67      88  -1.9963019980036739E-03
      71      88  -1.1944414010444192E-15
      72      88  -3.9085077147411965E-04
      73      88   8.9161564402638139E-04
      80      88   6.9331418254892330E-01
      81      88   2.2377794457777616E-13
      83      88  -9.9546084016308017E-02
      85      88   1.9170441176357604E-03
      86      88   1.3585954368850011E-15
      90      88   9.2740733342271345E-03
      92      88   1.0702572630555451E-15
      94      88  -1.5314811615736124E-15
      95      88   1.2949509084910025E-03
      98      88   8.5018421454575599E-01
      99      88  -5.3279873556135521E-15
     100      88   1.7473363801458347E-03
     102      88   2.1941655975191259E-15
     106      88  -1.4504812823934756E-15
     108      88   2.8438811630562954E-15
     109      88  -5.9664549788382361E-04
     115      88   5.4700072033365824E-04
     118      88  -7.7581495693541044E-02
     121      88   2.6888900391710277E-04
     125      88   5.3529617880371224E-03
     129      88  -3.8781581473646998E-04
     135      88  -9.6852782336154036E-04
     136      88  -6.2723507743657253E-04
     138      88  -5.2946012504992345E-03
     140      88  -6.6703285940596341E-04
     146      88  -8.3882033967381923E-04
     147      88   2.3819726887349671E-04
     150      88   6.8269409780118617E-04
       2      89  -3.2364096808946985E-05
       6      89  -4.3537346803114794E-06
       7      89  -8.3102066748561351E-06
      11      89   1.1137921695924210E-03
      12      89  -4.6529585066978502E-05
      17      89   1.8025162013657068E-04
      25      89   5.2919521541203209E-05
      28      89  -1.5815512834179341E-02
      29      89  -2.0901382425241419E-03
      30      89   2.6172593513943817E-03
      38      89  -1.1344091541293775E-03
      41      89   4.6443666261908271E-03
      44      89   5.6713684274912876E-03
      45      89   1.2553436535169399E-15
      46      89   3.5033315758740524E-02
      47      89  -1.1887326745080938E-04
      59      89  -1.4594834106833007E-01
      61      89  -1.0638297393852309E-03
      62      89  -8.9594847777483069E-03
      63      89  -1.4645534963530823E-03
      66      89  -1.9945207825540858E-03
      68      89   1.9886040184161816E-15
      73      89   4.6605048783749463E-15
      74      89   1.0273908107337688E-15
      78      89   4.4867805521032825E-02
      79      89   1.2834512501920317E-03
      80      89  -3.1945711217784817E-13
      81      89   9.9652072624568211E-01
      82      89  -2.2032276996582885E-15
      83      89  -8.0850693279396669E-15
      84      89   2.1318567734666144E-02
      85      89  -1.0350908011860753E-15
      92      89  -1.0193073939064932E-02
      94      89   3.9399055638097036E-02
      98      89  -2.3574274533177705E-15
      99      89  -4.4648036664097251E-02
     102      89  -7.0972121618879678E-15
     107      89   2.4525789079945677E-14
     108      89   9.4069827632357539E-01
     110      89  -2.1075777846241680E-03
     120      89  -9.5088626094983156E-02
     126      89   3.9521777939056972E-02
     130      89   1.0287982494987902E-01
     131      89   3.7548904218509056E-03
     139      89  -1.2274447515289087E-01
     144      89   2.5221616075602981E-02
     148      89  -3.9989877530884434E-02
       6      90   1.0115835620892911E-05
       7      90   6.8928368235724847E-06
      17      90  -1.5356777160190432E-03
      18      90   2.6880484702382916E-05
      25      90  -2.2053338741235377E-03
      27      90   7.0593358962132737E-06
      29      90   1.1570459770357169E-03
      30      90  -2.6890845626637743E-04
      32      90   9.1117302770864277E-05
      41      90   7.4419458332819228E-04
      42      90  -7.0034705314069804E-05
      43      90  -4.6253421867083692E-05
      47      90   3.9546206008528092E-03
      50      90  -6.5719953683626833E-05
      61      90  -7.5264613806014331E-03
      62      90  -6.8262962744180797E-02
      64      90   1.9568299167820963E-04
      66      90  -6.1123272961913874E-02
      67      90   2.4262493657383021E-14
      75      90  -5.1996696535494026E-04
      76      90  -3.5754583152042187E-03
      80      90   1.1539640464723199E-15
      81      90  -1.9855989536563228E-04
      82      90   7.1578393120721895E-01
      83      90   3.1217894561319975E-15
      88      90   9.2740733342271293E-03
      90      90   1.0766214748874649E-15
      92      90  -6.6535074871003404E-03
      94      90   1.2562303708946150E-02
      96      90   1.7498294331215841E-15
      98      90   4.4939610776722631E-15
      99      90   8.7568094106430761E-01
     100      90  -5.9235979164969967E-15
     103      90  -1.0226950009394450E-01
     108      90   2.9991838289446643E-15
     110      90  -3.5505166199847268E-03
     111      90  -5.8729735514788710E-02
     119      90  -1.2775858762699275E-02
     126      90  -9.1425378412547647E-03
     128      90  -9.4078801594973116E-03
     131      90  -5.4433389952590347E-03
     133      90   7.1671340633507237E-04
     139      90   4.8753854490220690E-03
     142      90   2.5384927428407211E-03
     144      90   9.0240271513689887E-04
     145      90   1.9901619710382284E-03
     148      90   5.7165616474882351E-03
     149      90  -3.1502424488572501E-03
      20      91  -8.3330584154573255E-05
      36      91   9.7156789292175466E-04
      55      91   6.3019801942563900E-03
      62      91  -1.0753705512853970E-15
      65      91  -3.1122334617010362E-03
      66      91  -3.1382542179906259E-14
      67      91  -7.9475020799084681E-02
      73      91  -5.9200391557358747E-02
      80      91   1.3840695193375141E-03
      82      91   9.6260952053701817E-15
      87      91   2.6009712906886692E-02
      95      91  -5.1413355996492221E-03
      96      91  -1.1409466528516492E-01
      97      91  -1.3341318048475539E-15
      99      91   1.2027941179661517E-14
     100      91   5.0988333861355806E-01
     104      91  -7.7825599153906064E-02
     109      91   3.5075434508834275E-03
     111      91  -1.4151172322533631E-15
     117      91  -1.1732216858359174E-02
     118      91  -2.2900688411728880E-03
     122      91   3.1220563636925394E-03
     125      91  -2.8542298678946147E-04
     134      91   8.3627356327532843E-06
     135      91   7.2484302594441304E-06
     138      91   3.4214741950274234E-06
     146      91  -1.8428253096012707E-09
       1      92  -6.6410548834246478E-09
       9      92  -7.1290686563422627E-05
      10      92   4.0183733277543935E-05
      14      92  -1.3509770557013428E-06
      19      92  -2.4025665058673770E-06
      22      92  -3.2546488934626100E-04
      23      92   7.2939169301326771E-07
      24      92  -1.1759338821654532E-06
      31      92  -8.0606882947150532E-04
      34      92  -1.0729256097826929E-05
      37      92  -3.1923625682188768E-04
      39      92  -3.9881065947663646E-03
      40      92  -1.4675288560251549E-03
      49      92  -6.8822638180328745E-04
      51      92   7.6819119707229250E-04
      52      92  -1.6693363955450302E-04
      53      92  -5.5064191085551654E-02
      57      92  -3.7388309500562645E-04
      59      92  -1.6103778650995629E-15
      68      92  -1.8435389026666457E-02
      69      92  -7.6164544108315597E-03
      72      92   8.2659091750653319E-04
      74      92  -7.2691933277069021E-02
      80      92  -1.1903700713470994E-14
      81      92   9.0330605771498329E-15
      82      92  -2.1861347369896956E-15
      83      92   8.7640495099515792E-01
      84      92  -1.9191940810656813E-15
      85      92   1.1462949372694851E-03
      88      92   1.0702572630555459E-15
      89      92  -1.0193073939064929E-02
      90      92  -6.6535074871003387E-03
      94      92  -1.9226526799966202E-15
      98      92  -8.9481566979614527E-02
      99      92   1.3345214187515785E-15
     102      92   9.9077470525927303E-01
     107      92   5.1191057954382856E-02
