#        t [ns]             Re[<00|Psi>]             Im[<00|Psi>]             Re[<01|Psi>]             Im[<01|Psi>]             Re[<10|Psi>]             Im[<10|Psi>]             Re[<11|Psi>]             Im[<11|Psi>]
       0.000000   0.0000000000000000E+00   0.0000000000000000E+00   1.0000000000000002E+00   0.0000000000000000E+00   5.5511151231256798E-17   0.0000000000000000E+00   2.5163331506687795E-16   0.0000000000000000E+00
       0.010002  -2.6485433414241757E-07  -1.8943361221254552E-07   9.3244733105180599E-01  -3.6130469065799753E-01  -6.4812215344600701E-08   2.5348114898737827E-08   8.9880044326685661E-08  -4.2707069932547285E-07
       0.020004  -2.6168277027118465E-06  -1.8951312165919736E-06   7.3891694562316756E-01  -6.7379518893553347E-01  -1.0226162612536598E-07   9.4433775660319041E-08  -2.2206529472865126E-06  -3.7176634467284261E-06
       0.030006  -9.0614596882965241E-06  -6.6331948302264199E-06   4.4555577103173033E-01  -8.9525268307636718E-01  -9.1308529730214901E-08   1.8788714561957031E-07  -1.4437373043396886E-05  -4.2540173736394062E-06
       0.040008  -2.1518254400286200E-05  -1.5915545023093374E-05   9.1998295363905427E-02  -9.9575735941281140E-01  -2.2181093489722354E-08   2.7818614359298348E-07  -3.2155738481003202E-05   1.5899954812605945E-05
       0.050010  -4.1819829019971311E-05  -3.1245755838924818E-05  -2.7398823427305208E-01  -9.6173068961557284E-01   1.0134005067053286E-07   3.3567069931960632E-07  -2.5031855647208931E-05   6.5336763037935705E-05
       0.060012  -7.1711169297567303E-05  -5.4114925851758037E-05  -6.0295737591972742E-01  -7.9776994070532803E-01   2.6285124983538183E-07   3.3458572232246515E-07   4.4640614941752785E-05   1.1182976825405139E-04
       0.070014  -1.1284899541632150E-04  -8.5997590671747906E-05  -8.5046391936962218E-01  -5.2602706583483005E-01   4.3680216195439352E-07   2.5730117254872618E-07   1.7161687103240899E-04   8.1920534880863913E-05
       0.080016  -1.6680124096665240E-04  -1.2834768211010642E-04  -9.8306863252643051E-01  -1.8321589375582745E-01   5.9267835969542222E-07   9.5643980541069175E-08   2.6947471561117255E-04  -8.3427379177945118E-05
       0.090018  -2.3504664704905652E-04  -1.8259453906517133E-04  -9.8285607509479844E-01   1.8434804881226854E-01   6.9759765464190980E-07  -1.5015808694365922E-07   1.9995474626196847E-04  -3.4520799025215170E-04
       0.100020  -3.1897447278311596E-04  -2.5013897502556789E-04  -8.4985511248440748E-01   5.2700496084477411E-01   7.1580178151452147E-07  -4.7267988592663597E-07  -1.1883970860234304E-04  -5.3017024646547450E-04
       0.110022  -4.1988432277335728E-04  -3.3234940692726826E-04  -6.0203510144658678E-01   7.9846006074805476E-01   6.0555626346662783E-07  -8.5539808002125525E-07  -5.9044836922591399E-04  -4.0813059809766708E-04
       0.120024  -5.3898609139980741E-04  -4.3055804997247271E-04  -2.7287823393127680E-01   9.6203832209132190E-01   3.1665880772396059E-07  -1.2650105605526847E-06  -9.1554358462224363E-04   1.2960716762686715E-04
       0.130026  -6.7740002318710066E-04  -5.4605718294109822E-04   9.3144024047118704E-02   9.9563961791115330E-01  -2.0604826531434306E-07  -1.6378575193598996E-06  -7.3766817032908669E-04   9.0336583897115291E-04
       0.140028  -8.3615688798234088E-04  -6.8009548851898690E-04   4.4657930579708660E-01   8.9472478764847085E-01  -1.0074195877575931E-06  -1.8644677823727497E-06   8.7489522121714599E-05   1.4421076358786325E-03
       0.150030  -1.0161982692560750E-03  -8.3387447324627633E-04   7.3967582131480691E-01   6.7292913105145358E-01  -2.0918076454740510E-06  -1.7807092199952936E-06   1.2712952996653203E-03   1.2201684688516077E-03
       0.160032  -1.2183769635456165E-03  -1.0085449718671197E-03   9.3283425433516276E-01   3.6022034291548199E-01  -3.3803652913502175E-06  -1.1768803293081910E-06   2.1197883661933149E-03   4.1545807237420486E-05
       0.170034  -1.4434574888945195E-03  -1.2052037411461785E-03   9.9995835246459142E-01  -1.1503552291640688E-03  -4.6660044222272099E-06   1.6465348215429119E-07   1.8857237163416758E-03  -1.6728460895398005E-03
       0.180036  -1.6921167001104672E-03  -1.4248901486124512E-03   9.3198120477677615E-01  -3.6235696149682295E-01  -5.5837180908960497E-06   2.3983400330027218E-06   2.9588488541923831E-04  -2.9506903017593542E-03
       0.190038  -1.9649445087662402E-03  -1.6685829621969287E-03   7.3809061261243325E-01  -6.7459607489271189E-01  -5.6183390467895851E-06   5.5164643535254249E-06  -2.0782234330290641E-03  -2.7610416123203816E-03
       0.200040  -2.2624447061007553E-03  -1.9371972473427028E-03   4.4448779331767063E-01  -8.9568151176768740E-01  -4.1699928261942169E-06   9.2415795047572660E-06  -3.9281426852299170E-03  -7.1661061190521802E-04
       0.210042  -2.5850358873308592E-03  -2.2315813788759101E-03   9.0846938942425751E-02  -9.9574501457038955E-01  -6.8759431399585675E-07   1.2942733492615913E-05  -3.8676443945999000E-03   2.4498982445452897E-03
       0.220044  -2.9330524763476785E-03  -2.5525141757199244E-03  -2.7504613460145610E-01  -9.6127257424372003E-01   5.1371215683833517E-06   1.5615822410885590E-05  -1.3456785158421256E-03   5.0360614498175188E-03
       0.230046  -3.3067458503285114E-03  -2.9007021673962533E-03  -6.0375185144490795E-01  -7.9693069171978026E-01   1.3145561133493280E-05   1.5966559122198237E-05   2.7436097327221800E-03   5.2202022885395301E-03
       0.240048  -3.7062855644273886E-03  -3.2767770021627490E-03  -8.5085852852519750E-01  -5.2493550762061536E-01   2.2511571870705987E-05   1.2619876733301432E-05   6.2486539144122463E-03   2.2239807370632993E-03
       0.250050  -4.1317606773935544E-03  -3.6812930075683157E-03  -9.8298467805603595E-01  -1.8204980901727005E-01   3.1633015813019548E-05   4.4519744618951066E-06   6.8250582875650015E-03  -2.9096756548379014E-03
       0.260052  -4.5831811796833207E-03  -4.1147249151259890E-03  -9.8229047699540273E-01   1.8538638910253580E-01   3.8185797749888664E-05  -8.9956412698123855E-06   3.3893582456094927E-03  -7.5304840814494900E-03
       0.270054  -5.0604795263517318E-03  -4.5774657616933310E-03  -8.4888831357635552E-01   5.2772004555963126E-01   3.9392293916111987E-05  -2.7099360940015238E-05  -2.8945758393207287E-03  -8.6789971967173012E-03
       0.280056  -5.5635122777099441E-03  -5.0698249809688622E-03  -6.0082627498425689E-01   7.9869721703546681E-01   3.2517226703762988E-05  -4.7843266125736468E-05  -8.8369067344839704E-03  -4.8746243997027823E-03
       0.290058  -6.0920618513847103E-03  -5.5920266992336579E-03  -2.7164660002803748E-01   9.6171549085293540E-01   1.5548624891234811E-05  -6.7735626591124243E-05  -1.0768306493579804E-02   2.6427658543453241E-03
       0.300060  -6.6458383899909348E-03  -6.1442082500557365E-03   9.4150875391136188E-02   9.9477110477799846E-01  -1.2040643288005197E-05  -8.2054949058552189E-05  -6.7056646198687250E-03   1.0114868275918766E-02
       0.310062  -7.2244817491003864E-03  -6.7264189230993535E-03   4.4712677899283804E-01   8.9343155025244703E-01  -4.8609982342391162E-05  -8.5479435824752575E-05   2.0986696060213026E-03   1.3068169800190073E-02
       0.320064  -7.8275636105338761E-03  -7.3386189624122401E-03   7.3958771105364163E-01   6.7143149171626904E-01  -8.9937271685880271E-05  -7.3076492856957872E-05   1.1304061524083140E-02   8.8996771263144085E-03
       0.330066  -8.4545897261970922E-03  -7.9806788295730454E-03   9.3203469767500735E-01   3.5881139547118224E-01  -1.2925812448719360E-04  -4.1535009367414404E-05   1.5542425593513398E-02  -1.2087923987705255E-03
       0.340068  -9.1050022977003393E-03  -8.6523787468447844E-03   9.9850205847221785E-01  -2.1491602845594530E-03  -1.5788955401866222E-04   9.5689338847538666E-06   1.1463618177557132E-02  -1.2338410651843598E-02
       0.350070  -9.7781824968319817E-03  -9.3534085349776062E-03   9.3006429044692929E-01  -3.6265296405938319E-01  -1.6647140228829072E-04   7.6749872545469572E-05   7.6110161971310524E-05  -1.8143714210083119E-02
       0.360072  -1.0473453131578804E-02  -1.0083367759521058E-02   7.3603658283651308E-01  -6.7398683510903412E-01  -1.4672731920059687E-04   1.5213227600701247E-04  -1.3147851312351489E-02  -1.4392911875133150E-02
       0.370074  -1.1190081461793700E-02  -1.0841766198431744E-02   4.4270691064630019E-01  -8.9410968538557001E-01  -9.3504382699162959E-05   2.2376767088524028E-04  -2.0814025274807576E-02  -1.7988767870016544E-03
       0.380076  -1.1927282167795102E-02  -1.1628024642394331E-02   8.9771996612971541E-02  -9.9333510028549166E-01  -6.7266600890256421E-06   2.7689618942591988E-04  -1.7670479189119237E-02   1.3660360063233215E-02
       0.390078  -1.2684220474141781E-02  -1.2441476037614705E-02  -2.7503954616713178E-01  -9.5833934913865337E-01   1.0717463207822997E-04   2.9613068650524493E-04  -3.9938709807559305E-03   2.3485645542647926E-02
       0.400080  -1.3460015429564643E-02  -1.3281366978903151E-02  -6.0242807131888532E-01  -7.9395279141269004E-01   2.3478569713354932E-04   2.6833869383833527E-04   1.3804176862900317E-02   2.1266133288947386E-02
       0.410082  -1.4253743342561949E-02  -1.4146859558660168E-02  -8.4819227092855154E-01  -5.2249318182312099E-01   3.5652046315700996E-04   1.8579728025932448E-04   2.6082494036287936E-02   6.6850705637825740E-03
