#        t [ns]             Re[<00|Psi>]             Im[<00|Psi>]             Re[<01|Psi>]             Im[<01|Psi>]             Re[<10|Psi>]             Im[<10|Psi>]             Re[<11|Psi>]             Im[<11|Psi>]
       0.000000   0.0000000000000000E+00   0.0000000000000000E+00   2.5163331506687795E-16   0.0000000000000000E+00   9.5387777394609158E-17   0.0000000000000000E+00   1.0000000000000007E+00   0.0000000000000000E+00
       0.010002   3.5610840629241887E-14   1.0322715257011777E-13  -4.2306755688060803E-07  -1.0715244564034519E-07  -1.9083077808169981E-07  -4.7694641184961998E-08   7.3465259379863401E-01  -6.7844215145874176E-01
       0.020004   3.4434430144361118E-12   1.0184442685089168E-11  -4.2985344627303299E-06   5.2428565099079449E-07  -1.9364725773173552E-06   2.4361717372723736E-07   7.9430680691086747E-02  -9.9683857251485131E-01
       0.030006   4.0948980866892401E-11   1.2324787348578479E-10  -1.3273814325702493E-05   7.0950183168852729E-06  -5.9660733414656734E-06   3.2284455463214051E-06  -6.1794334943158968E-01  -7.8621916383779911E-01
       0.040008   2.2906433860886283E-10   7.0125155290471215E-10  -2.3392558918800465E-05   2.7195231348740471E-05  -1.0461733599806328E-05   1.2326473796214715E-05  -9.8737789931610154E-01  -1.5835913161052725E-01
       0.050010   8.5830675596341894E-10   2.6720468226850862E-09  -2.3384410040142867E-05   6.5944057722103902E-05  -1.0296777286704232E-05   2.9805858231055064E-05  -8.3281722713410933E-01   5.5353982749224440E-01
       0.060012   2.5038546109865033E-09   7.9256452405795721E-09   3.4743875103662616E-06   1.2035978406854516E-04   2.0923726063686893E-06   5.4227886636669704E-05  -2.3628657203701078E-01   9.7167772603270519E-01
       0.070014   6.1518543587269310E-09   1.9797347891548347E-08   7.3796878220703580E-05   1.7526254017046904E-04   3.4148603770346611E-05   7.8609080081104731E-05   4.8563851973109640E-01   8.7415222128307202E-01
       0.080016   1.3335228529542777E-08   4.3624800957619019E-08   1.9601855156655857E-04   2.0286079469569208E-04   8.9512140403055155E-05   9.0282183021280342E-05   9.4983706654388567E-01   3.1272047949839932E-01
       0.090018   2.6273471893462503E-08   8.7365674150401895E-08   3.6215058438130923E-04   1.6731771016469585E-04   1.6428822159355322E-04   7.3037795750799346E-05   9.0996259642744137E-01  -4.1466838639734888E-01
       0.100020   4.8011556969917957E-08   1.6226239703145169E-07   5.4224396746138182E-04   3.4210006619316741E-05   2.4459206393095517E-04   1.1487269212173704E-05   3.8717757823393145E-01  -9.2199343801875688E-01
       0.110022   8.2553697877308524E-08   2.8354023338192452E-07   6.8424672624732661E-04  -2.1678931805439134E-04   3.0659167024729207E-04  -1.0314046908309746E-04  -3.4107772015168891E-01  -9.4002125177265161E-01
       0.120024   1.3498833954935233E-07   4.7112492596231040E-07   7.2091194592252604E-04  -5.7904090126382590E-04   3.1978563919257306E-04  -2.6717882316400134E-04  -8.8832185978716460E-01  -4.5918668556308223E-01
       0.130026   2.1160134395532589E-07   7.5036620288543335E-07   5.8374059914273945E-04  -1.0096752543017145E-03   2.5347377609336491E-04  -4.6042608918762755E-04  -9.6413671429340919E-01   2.6533141014578676E-01
       0.140028   3.1997493244866120E-07   1.1527536014641469E-06   2.2196907215772283E-04  -1.4275903195185380E-03   8.5467588017055241E-05  -6.4543389570079841E-04  -5.2829139956534510E-01   8.4903366429976812E-01
       0.150030   4.6907051003168814E-07   1.7166113343132820E-06  -3.7720004559577423E-04  -1.7212356803217330E-03  -1.8873792723612332E-04  -7.7130403646677849E-04   1.8790820373796049E-01   9.8215408762728218E-01
       0.160032   6.6929403951762318E-07   2.4877592937405526E-06  -1.1720954012858929E-03  -1.7667235966660982E-03  -5.4862895265359697E-04  -7.8218524399164613E-04   8.0437516657465458E-01   5.9405262766951761E-01
       0.170034   9.3254314776389443E-07   3.5201277617340792E-06  -2.0589192176913760E-03  -1.4543234063410927E-03  -9.4550950193176143E-04  -6.2951063934570909E-04   9.9395580705509101E-01  -1.0929799171199445E-01
