#        t [ns]             Re[<00|Psi>]             Im[<00|Psi>]             Re[<01|Psi>]             Im[<01|Psi>]             Re[<10|Psi>]             Im[<10|Psi>]             Re[<11|Psi>]             Im[<11|Psi>]
       0.000000   0.0000000000000000E+00   0.0000000000000000E+00   1.0000000000000002E+00   0.0000000000000000E+00   5.5511151231256798E-17   0.0000000000000000E+00   2.5163331506687795E-16   0.0000000000000000E+00
       0.025013   7.9751384488934586E-06  -1.6198277282040159E-06   6.0227735058429321E-01  -7.9828550829166289E-01  -1.0375894403391579E-07   1.3979974355926458E-07   9.3245090950369966E-07   1.0867101448494778E-05
       0.050025   7.7733866604530049E-05  -1.4825266794240156E-05  -2.7452172890055565E-01  -9.6157850641856346E-01   1.0255049623374408E-07   3.3905667373712700E-07   9.8604956458835520E-05  -3.9068714162161313E-05
       0.075038   2.6563438218052036E-04  -4.7915770236316003E-05  -9.3295181432377039E-01  -3.5999002471842639E-01   5.5868680309824114E-07   2.0138019524166770E-07  -2.2431676032572101E-04  -2.8383603422973139E-04
       0.100050   6.2190918912192355E-04  -1.0618083234762399E-04  -8.4926800937010327E-01   5.2794637055895088E-01   9.0901067802138005E-07  -5.9860316141418175E-07  -4.8492222536412541E-04   6.9276487487695366E-04
       0.125063   1.1902311941565766E-03  -1.9235142119474626E-04  -9.0042454892364288E-02   9.9591852277694071E-01   1.4362833023772996E-07  -2.2984958227002942E-06   1.5341142828662533E-03   5.0795590978171409E-04
       0.150075   2.0073368640798591E-03  -3.0706034949568950E-04   7.4077728456773795E-01   6.7168276597242382E-01  -3.8842626831211381E-06  -3.3192005725599073E-06   7.9229689327907807E-05  -2.7207225436626666E-03
       0.175088   3.1027079605743862E-03  -4.4930509802028096E-04   9.8229576661042783E-01  -1.8679924473151729E-01  -1.0645690493942841E-05   2.3790170020842892E-06  -4.0597245307152060E-03   1.0850497530842601E-03
       0.200100   4.4983133905993102E-03  -6.1690554399769872E-04   4.4245681323050934E-01  -8.9656318041220884E-01  -8.9201645606660524E-06   1.9803348197898964E-05   3.1866402653142082E-03   5.1850305557028615E-03
       0.225113   6.2084151457479295E-03  -8.0694844946475864E-04  -4.4914045789561508E-01  -8.9303682105780102E-01   1.9459074509972676E-05   3.5200854117428729E-05   5.5974979347070235E-03  -6.2521330557972410E-03
       0.250125   8.2394468690809245E-03  -1.0162104939479737E-03  -9.8312612259463594E-01  -1.7928898813464267E-01   6.9072846758445037E-05   9.5419314054425260E-06  -1.0062372429129492E-02  -4.7509023932903703E-03
       0.275138   1.0589979378429213E-02  -1.2415521298548044E-03  -7.3495940012204708E-01   6.7651664560612768E-01   8.0193056025609278E-05  -8.1175117597588522E-05  -2.1705781536067092E-03   1.4125204019081954E-02
       0.300150   1.3250793132569530E-02  -1.4802755943054730E-03   9.7274612683314512E-02   9.9356754473125830E-01  -2.6475419079523328E-05  -1.7562847476177120E-04   1.7704955881552756E-02  -2.4171111198416154E-03
       0.325163   1.6205081577992303E-02  -1.7304419434113847E-03   8.5097895251756106E-01   5.2041485071122884E-01  -2.3327424914750219E-04  -1.2505560464886760E-04  -8.9711266981436100E-03  -1.9911315694944982E-02
       0.350175   1.9428810066926150E-02  -1.9911437711858070E-03   9.2701693278109010E-01  -3.6534389747784607E-01  -3.4395564456304298E-04   1.6071132015550886E-04  -1.9838078427396540E-02   1.7064316735049639E-02
       0.375188   2.2891251496989659E-02  -2.2627319715599675E-03   2.6652261263793231E-01  -9.5867402562370396E-01  -1.0685180809920360E-04   5.1550481422892643E-04   2.5874891659925577E-02   1.6730926523610707E-02
       0.400200   2.6555711578587923E-02  -2.5469960220021702E-03  -6.0349384394813055E-01  -7.8898723008522142E-01   4.6975029999746730E-04   5.3018446056863060E-04   1.0155299447640298E-02  -3.4251160960030828E-02
       0.425213   3.0380444154697921E-02  -2.8472973435160801E-03  -9.9126946209284950E-01   6.1430408140619340E-03   9.2428147091100918E-04  -7.7587785244175091E-05  -4.0846553871175036E-02  -1.3239326079419650E-04
       0.450225   3.4319741660992387E-02  -3.1686540610472835E-03  -5.9112229292224150E-01   7.9278198631146946E-01   6.2686296907484994E-04  -1.0055531256803287E-03   1.2785593362285587E-02   4.4308115285133759E-02
       0.475238   3.8325169758302836E-02  -3.5177731052259834E-03   2.7543213965669466E-01   9.4694175710343109E-01  -5.3829375270959920E-04  -1.3786857522726313E-03   4.3490096968889398E-02  -2.7520861706750596E-02
       0.500250   4.2346900916454426E-02  -3.9030227690591557E-03   9.1869331198979454E-01   3.5016390908022232E-01  -1.7456755137045846E-03  -4.8084914416080340E-04  -4.2562493625136838E-02  -3.7657449774538977E-02
       0.525263   4.6335091657599373E-02  -4.3343367743930222E-03   8.3060623754891494E-01  -5.1987337984096671E-01  -1.7153076149899254E-03   1.3342182321378492E-03  -2.6643613658197059E-02   5.6136977691255058E-02
       0.550275   5.0241243931007193E-02  -4.8230410358845515E-03   8.6161238370626614E-02  -9.7260062024802252E-01   5.1848083058064294E-05   2.5614839490488163E-03   6.6433329895090931E-02   1.0933365467056897E-02
       0.575288   5.4019493146151613E-02  -5.3815977683874441E-03  -7.2089516134336584E-01  -6.5320491338016851E-01   2.4169679355394522E-03   1.7272768359235995E-03  -8.3464529544167183E-03  -7.1848918339843706E-02
       0.600300   5.7627772830232009E-02  -6.0232686634382479E-03  -9.5236521090457127E-01   1.7977929216349345E-01   3.2301948154556865E-03  -1.0336923302141413E-03  -7.1217792065155397E-02   2.9530064160926735E-02
       0.625313   6.1028816701502862E-02  -6.7617086602886978E-03  -4.3015181750918757E-01   8.6451776517449586E-01   1.2392192565102483E-03  -3.6093046356925969E-03   5.0595726433002766E-02   6.3985986371533091E-02
       0.650325   6.4190970758477503E-02  -7.6105122902277124E-03   4.2769575718956082E-01   8.6193687301372868E-01  -2.3910409899006602E-03  -3.4963674969330496E-03   5.0307279328164749E-02  -6.9401560034439869E-02
       0.675338   6.7088798841003591E-02  -8.5827429423992446E-03   9.4215182512236062E-01   1.7933961915296953E-01  -4.6383265612169270E-03  -1.8661598746812108E-04  -8.3939457796106426E-02  -3.1046227830451037E-02
       0.700350   6.9703474213918704E-02  -9.6904790992632939E-03   7.1015927888414565E-01  -6.4040682593353193E-01  -3.1610524185817549E-03   3.9092317625146738E-03  -7.6902251008132538E-03   9.2570892664496848E-02
       0.725363   7.2022957471383986E-02  -1.0944409050392038E-02  -8.0728594103157109E-02  -9.5046433680347409E-01   1.3394596542734476E-03   5.2157751912516471E-03   9.4213139359494852E-02  -1.7814100578018761E-02
       0.750375   7.4041968534862834E-02  -1.2353496853395004E-02  -8.0430680957271572E-01  -5.0927889946356486E-01   5.2861468138494776E-03   2.1588475343407329E-03  -4.3274891726109377E-02  -8.8453778167939104E-02
       0.775388   7.5761768528741197E-02  -1.3924729139954607E-02  -8.9065296206145250E-01   3.3222733095497953E-01   5.1318941041789334E-03  -3.1066161734239835E-03  -7.5583153242871556E-02   6.6489186688795346E-02
       0.800400   7.7189775649807196E-02  -1.5662937885664398E-02  -2.7370486195418464E-01   9.0945057712019417E-01   5.8659192781932421E-04  -6.2229243392820637E-03   8.5466862507909858E-02   5.6546438622928977E-02
       0.825413   7.8339046425557640E-02  -1.7570682176902216E-02   5.5863014401586586E-01   7.6767387530485232E-01  -4.8093664110953000E-03  -4.3207463938004431E-03   3.2827283293531649E-02  -9.8618304536816026E-02
       0.850425   7.9227658015375887E-02  -1.9648165600716003E-02   9.4939049712469925E-01   1.9291674688846364E-02  -6.5112351288543211E-03   1.3285313426406556E-03  -1.0488688529807216E-01  -6.2825050533859518E-03
       0.875438   7.9878026843339861E-02  -2.1893167025859785E-02   5.8982413439821613E-01  -7.4498982577647577E-01  -2.8697844131668573E-03   6.1592887202941782E-03   2.1048536108103980E-02   1.0381612692771854E-01
       0.900450   8.0316193460400614E-02  -2.4300971004986429E-02  -2.3702025484128492E-01  -9.2123129228669398E-01   3.3033033185231311E-03   6.0800374425359254E-03   9.5550607969186283E-02  -4.7135504757663940E-02
       0.925463   8.0571094262920487E-02  -2.6864297414938176E-02  -8.7834955450557661E-01  -3.6867277777750501E-01   6.9568260453199702E-03   9.7552439272625968E-04  -7.0127674550325689E-02  -8.0778170498226706E-02
       0.950475   8.0673829965264648E-02  -2.9573244399482824E-02  -8.2604047829630478E-01   4.7763694795728101E-01   4.9878127626145005E-03  -5.0785613515380371E-03  -6.0627789397910192E-02   8.8486829412683821E-02
       0.975488   8.0656931488144401E-02  -3.2415270093683134E-02  -1.1899009602522241E-01   9.4854200850708992E-01  -1.1276823092399991E-03  -7.1180516048189573E-03   1.0107301468431654E-01   3.6541691091287472E-02
       1.000500   8.0553618750742739E-02  -3.5375243951029624E-02   6.8516112499295811E-01   6.6937547048008605E-01  -6.4710178494809482E-03  -3.3735801776494144E-03   1.0141314195419551E-02  -1.0718181388660651E-01
       1.025513   8.0397048179564445E-02  -3.8435596573793536E-02   9.4927290441751844E-01  -1.4171815112065295E-01  -6.6546067360484084E-03   3.2307536517388082E-03  -1.0653949048452571E-01   1.6895685095267367E-02
       1.050525   8.0219550521981361E-02  -4.1576588489852642E-02   4.6153489944420856E-01  -8.4370385493011646E-01  -1.3964792338859019E-03   7.3814056197009995E-03   4.2935503276320230E-02   9.9268083031956320E-02
       1.075538   8.0051870348880921E-02  -4.4776705413605934E-02  -3.9425571784001817E-01  -8.7915191858679054E-01   5.1797001367908232E-03   5.6266330565574642E-03   8.5835225995289366E-02  -6.6460595844682877E-02
       1.100550   7.9922430086993151E-02  -4.8013172797771342E-02  -9.4042890147025138E-01  -2.1723819665097735E-01   7.7662923116839453E-03  -8.0634038195376496E-04  -8.6117042600318855E-02  -6.7002550466184502E-02
       1.125563   7.9856651832001038E-02  -5.1262568347705977E-02  -7.4231564662211436E-01   6.1927958971220165E-01   4.0976043385608915E-03  -6.8668587296934393E-03  -4.3782279988970330E-02   1.0074535540541824E-01
       1.150575   7.9876377059443032E-02  -5.4501499422617720E-02   4.5348338390869665E-02   9.6698462425311915E-01  -3.1274592433762922E-03  -7.5968616720675369E-03   1.0940614266141792E-01   1.7405175459105238E-02
       1.175588   7.9999425794940265E-02  -5.7707303973430477E-02   7.9907997808026665E-01   5.4841923845644569E-01  -8.1977499083826875E-03  -2.1144005643243717E-03  -1.0704009666104795E-02  -1.1141130141123605E-01
       1.200600   8.0239331844979417E-02  -6.0858729402516250E-02   9.2051346952367619E-01  -3.0611538668652727E-01  -6.8308831944145724E-03   5.4659521937446883E-03  -1.0636715989937619E-01   3.8953046927786901E-02
       1.225613   8.0605279385593004E-02  -6.3936543693323508E-02   3.1195884970781862E-01  -9.1927737277256760E-01   2.8012386948168512E-04   9.0581116605473726E-03   6.5622912822379378E-02   9.4229322601678711E-02
       1.250625   8.1102249705737886E-02  -6.6924037388233146E-02  -5.4479500701162475E-01  -8.0405906559168172E-01   7.6921283647337592E-03   5.4138607795331225E-03   7.5361623702812616E-02  -8.8933716750005373E-02
       1.275638   8.1731367341728492E-02  -6.9807383339966431E-02  -9.7017140870246521E-01  -5.1046319721414393E-02   9.3026498939554388E-03  -3.0126930658918799E-03  -1.0714214243517650E-01  -5.0585549832216643E-02
       1.300650   8.2490415072303300E-02  -7.2575833140918339E-02  -6.2634441603275703E-01   7.4275292381142333E-01   3.3082845583911943E-03  -9.6234616988627557E-03  -2.1203440450224507E-02   1.1866919003082428E-01
       1.325663   8.3374470380904342E-02  -7.5221743761105783E-02   2.1415900285910827E-01   9.4759073616820577E-01  -5.9442550862548963E-03  -8.7735465027404570E-03   1.2224862422775885E-01  -1.1020322393406107E-02
       1.350675   8.4376604809365152E-02  -7.7740443654197675E-02   8.8457219862951841E-01   4.0100896618797793E-01  -1.1026955259704726E-02  -5.3560301950666598E-04  -4.3931075796606232E-02  -1.1707924084800950E-01
       1.375688   8.5488583980076277E-02  -8.0129962454399170E-02   8.5320536119809898E-01  -4.6315263434865162E-01  -7.3411663181882567E-03   8.8531048016273726E-03  -1.0295957571846619E-01   7.5111698360838627E-02
       1.400700   8.6701510462880285E-02  -8.2390660330469379E-02   1.4544157008025541E-01  -9.5929530055362244E-01   2.7889506618738878E-03   1.1648951560300855E-02   1.0206040829485000E-01   8.0383015201516014E-02
       1.425713   8.8006363160838014E-02  -8.4524800390401528E-02  -6.7675370226866460E-01  -6.9433356961491843E-01   1.1445196328501321E-02   4.9501935601039878E-03   5.0574554800227836E-02  -1.2240373460281109E-01
       1.450725   8.9394403319294782E-02  -8.6536109303166936E-02  -9.6125827804609321E-01   1.2065285187885598E-01   1.1261510821758735E-02  -6.4427848294646211E-03  -1.3412321433914190E-01  -1.5456988927122396E-02
       1.475738   9.0857435765980446E-02  -8.8429367555088248E-02  -4.8330441639882932E-01   8.3861637678763146E-01   1.6549408809684576E-03  -1.3388103387400718E-02   2.2457154550702671E-02   1.3577082565163578E-01
       1.500750   9.2387931661573261E-02  -9.0210062442895728E-02   3.7682986621789649E-01   8.9048823203885485E-01  -1.0107235685529216E-02  -9.7104114117764154E-03   1.2664806270337720E-01  -6.0242537872745958E-02
       1.525763   9.3979033507503362E-02  -9.1884125619646831E-02   9.3648862083058670E-01   2.3644633443765473E-01  -1.4357883120723775E-02   2.3651997197831707E-03  -9.4793056362366776E-02  -1.0692662773751058E-01
       1.550775   9.5624472939104727E-02  -9.3457764588169789E-02   7.5265574629752729E-01  -6.0351137653949738E-01  -6.9531149604301146E-03   1.3398832472957464E-02  -7.7694296524726619E-02   1.2308861073975627E-01
       1.575788   9.7318436424486135E-02  -9.4937385667025379E-02  -2.7218121298369088E-02  -9.6313910835360150E-01   6.8112317238951479E-03   1.4087686602863107E-02   1.4247181335480652E-01   4.0916785920045100E-02
       1.600800   9.9055413726295283E-02  -9.6329595915858726E-02  -7.8350840668295019E-01  -5.5859276393465440E-01   1.5912522613048100E-02   3.0811039199241425E-03  -6.8538984935199922E-04  -1.5090790796973705E-01
       1.625813   1.0083005976506232E-01  -9.7641264077274068E-02  -9.1688830571799695E-01   2.8747651741020541E-01   1.2410457229961090E-02  -1.1287540244372941E-02  -1.4720176663734288E-01   4.3837761587363751E-02
       1.650825   1.0263709352667535E-01  -9.8879616089439612E-02  -3.2341061855093073E-01   9.0334925274601185E-01  -1.6745554334819744E-03  -1.7269859545327240E-02   8.4975279320423300E-02   1.3114883465122731E-01
       1.675838   1.0447124910640376E-01  -1.0005233912615800E-01   5.2451792742307979E-01   8.0170104071576653E-01  -1.5338220563751628E-02  -9.2914469630445973E-03   1.0360215540276335E-01  -1.2054628090195005E-01
       1.700850   1.0632728500270577E-01  -1.0116766919260391E-01   9.5430814439344869E-01   6.5282287312264820E-02  -1.7167050433954358E-02   6.9540479062003046E-03  -1.4733005085487791E-01  -6.6444831991819844E-02
       1.725863   1.0820004932314432E-01  -1.0223444067948768E-01   6.2682770565681623E-01  -7.2048587379646667E-01  -4.8476144842395843E-03   1.8493151281236166E-02  -2.2465996234383355E-02   1.6273821041390985E-01
       1.750875   1.1008459140711410E-01  -1.0326208149646300E-01  -1.9601584355649010E-01  -9.3304643532016873E-01   1.2295535112407477E-02   1.5418296379757935E-02   1.6507024945301230E-01  -2.4852155748435644E-02
       1.775888   1.1197630506709895E-01  -1.0426054391544751E-01  -8.6086204391751797E-01  -4.0601903857367821E-01   2.0319853128860994E-02  -6.4898581356797409E-04  -7.1619386339985797E-02  -1.5369669340615882E-01
       1.800900   1.1387108554331000E-01  -1.0524016841011798E-01  -8.4180800203021533E-01   4.4067934994963304E-01   1.1989180934587963E-02  -1.7176398322668276E-02  -1.2914962625444379E-01   1.1386957348522327E-01
       1.825913   1.1576548145594771E-01  -1.0621148486081533E-01  -1.5638201604809365E-01   9.3555878918873026E-01  -6.7860328735230421E-03  -2.0475534300312098E-02   1.4790937318729941E-01   9.3109060366757451E-02
       1.850925   1.1765682437002641E-01  -1.0718496177408908E-01   6.5042723770677346E-01   6.8815304083091278E-01  -2.1065264053779773E-02  -7.0146606647712977E-03   4.8284024106316548E-02  -1.7065025671718981E-01
