#        t [ns]             Re[<00|Psi>]             Im[<00|Psi>]             Re[<01|Psi>]             Im[<01|Psi>]             Re[<10|Psi>]             Im[<10|Psi>]             Re[<11|Psi>]             Im[<11|Psi>]
       0.000000   0.0000000000000000E+00   0.0000000000000000E+00   5.5511151231256798E-17   0.0000000000000000E+00   1.0000000000000000E+00   0.0000000000000000E+00   9.5387777394609158E-17   0.0000000000000000E+00
       0.025013   7.8492175856099288E-06  -1.6586229695836064E-06  -1.0375894400615944E-07   1.3979974353151912E-07   5.8964910036604268E-01  -8.0765816293886505E-01   4.5876294277805534E-07   4.8944309365051532E-06
       0.050025   7.6292268163977536E-05  -1.6295240280297868E-05   1.0262431211779665E-07   3.3903433865885944E-07  -3.0462562809470528E-01  -9.5246976361225089E-01   4.4044057064219907E-05  -1.8580600715394198E-05
       0.075038   2.6010218200407079E-04  -5.6172109932921622E-05   5.5920333300021589E-07   1.9994139036754961E-07  -9.4889160750015056E-01  -3.1558938020188509E-01  -1.0541802465714991E-04  -1.2438916229084410E-04
       0.100050   6.0763154340416842E-04  -1.3284635896910324E-04   9.0262058773068914E-07  -6.0819588448775075E-07  -8.1439898396070454E-01   5.8029120189144179E-01  -2.0391602655650223E-04   3.2196975688564896E-04
       0.125063   1.1604830543050838E-03  -2.5719875248944135E-04   9.0485962171225740E-08  -2.3012005938568772E-06  -1.1532991671152589E-02   9.9991423086136155E-01   7.0348005088883485E-04   1.8854535560708740E-04
       0.150075   1.9532179130848505E-03  -4.3944627826743597E-04  -3.9997331531956226E-06  -3.1791064502873154E-06   8.0076760426703097E-01   5.9889920530026530E-01  -4.9538497168960439E-05  -1.2256666043707260E-03
       0.175088   3.0131042120223341E-03  -6.8913678611292337E-04  -1.0524508225226880E-05   2.8679448313430613E-06   9.5582741733825316E-01  -2.9358729337070572E-01  -1.7839662814562720E-03   6.3547742596686515E-04
       0.200100   4.3599080524477406E-03  -1.0151232319411761E-03  -7.8113479066551097E-06   2.0266333373767935E-05   3.2645828351261436E-01  -9.4499724300620092E-01   1.6456632402195900E-03   2.1940470610703855E-03
       0.225113   6.0057329810047737E-03  -1.4255151340371571E-03   2.1652921475410680E-05   3.3895482836340578E-05  -5.7062777095152495E-01  -8.2074852512727225E-01   2.2169516909476337E-03  -3.0636162680154080E-03
       0.250125   7.9549182896568767E-03  -1.9276059454076059E-03   6.9575438216387152E-05   4.6207459913038783E-06  -9.9907547785979101E-01  -2.3100981484381070E-02  -4.7500785818516437E-03  -1.6063419172302731E-03
       0.275138   1.0204012700755955E-02  -2.5277773162092633E-03   7.3629130564454155E-05  -8.7172376696353226E-05  -6.0754214669347051E-01   7.9293070470517724E-01  -1.6963886096134451E-04   6.4374412656643442E-03
       0.300150   1.2741845542899765E-02  -3.2313845651756258E-03  -4.1205784697157061E-05  -1.7276634203869872E-04   2.8194288154873276E-01   9.5768320314891298E-01   7.7540441757948985E-03  -2.1693754159617350E-03
       0.325163   1.5549721107542150E-02  -4.0426317066659632E-03  -2.4364281614753746E-04  -1.0340891556227142E-04   9.3892014235002930E-01   3.3680980328815835E-01  -5.3207403206401438E-03  -8.2777034026711611E-03
       0.350175   1.8601762007434838E-02  -4.9644483906201497E-03  -3.2685839004597958E-04   1.9312094063666014E-04   8.2485748614089871E-01  -5.5898875069372023E-01  -7.6112419079491919E-03   9.0043765783955829E-03
       0.375188   2.1865423078049451E-02  -5.9983841624979160E-03  -5.3789387189342243E-05   5.2370360870347135E-04   3.5083496500295498E-02  -9.9442933046214765E-01   1.2761031644289106E-02   5.4671887585121702E-03
       0.400200   2.5302188499999909E-02  -7.1445365182512587E-03   5.2373968016034087E-04   4.7691617385803135E-04  -7.8094629606334387E-01  -6.1389720859106511E-01   1.7454391622503010E-03  -1.6000740555302543E-02
       0.425213   2.8868452146764059E-02  -8.4015274857422769E-03   9.0984386992759092E-04  -1.8022719528574838E-04  -9.5445717458564228E-01   2.6780414194180563E-01  -1.8083939393493169E-02   3.4125737467316608E-03
       0.450225   3.2516566349815292E-02  -9.7665385939222221E-03   5.0620715147953221E-04  -1.0713598110776682E-03  -3.4617396478024864E-01   9.2637110437223036E-01   9.6064613425594306E-03   1.8423276681801201E-02
       0.475238   3.6196029609063360E-02  -1.1235406576546024E-02  -6.9921789670338225E-04  -1.3044385061211819E-03   5.4201204520691015E-01   8.2393872584083705E-01   1.6589023973390855E-02  -1.6203309962220882E-02
       0.500250   3.9854771662333047E-02  -1.2802773384487711E-02  -1.7914659502961255E-03  -2.6291802473699588E-04   9.8201182501110396E-01   4.8770676496467200E-02  -2.2407022164955784E-02  -1.2399016974195055E-02
