# w_1 = 6.0 GHz
# w2 [GHz]  wc [GHz]
   6.40000   5.70000
   7.50000   5.80000
   6.88723   6.38451
   6.18702   5.98866
   6.20000   6.50000
   6.45000   5.60000
   6.02428   6.56111
   6.30000   6.50000
   6.45000   6.40000
   6.04729  10.33193
   5.75000   6.10000
   6.29558   7.92043
   5.80000   6.10000
   6.20000   6.10000
   7.00000   7.10000
   7.25000   6.30000
   5.55000   6.50000
   6.30000   7.60000
   6.25000   6.50000
   5.70000   6.50000
   6.03750   5.94142
   5.85000   6.00000
   5.00000   6.10000
   5.75000   6.20000
   6.30000   6.60000
   6.35000   6.30000
   7.25000   5.00000
   6.31000   7.10000
   5.65000   5.75000
   6.45000   5.80000
   5.11518   5.72646
   6.00000  11.10000
   6.58000   6.30000
   5.65000   6.00000
   5.55000   5.50000
   6.10481   9.01084
   6.27118   5.83324
   5.00000   5.00000
   6.58000   5.80000
   5.70000   6.60000
   6.10000   7.10000
   6.30000   6.00000
   6.31000   4.50000
   5.50000  10.10000
   6.35000   8.60000
   5.00000   7.10000
   6.05000   6.40000
   5.42505   5.60262
   5.50000   6.10000
   6.35000   8.10000
   6.62000   5.00000
   6.10000   5.00000
   6.45000   5.70000
   6.29000   4.50000
   6.31000   6.60000
   6.35000   5.50000
   6.20000   5.70000
   6.40000   6.00000
   6.00000   5.80000
   5.55000   5.90000
   5.95000   5.60000
   6.01164   5.86664
   5.75000   6.50000
   6.50000   8.10000
   6.00708   6.21902
   6.17909  10.42998
   6.20000   4.50000
   5.95000   5.90000
   6.20000   7.10000
   6.18916   6.18174
   6.15000   6.10000
   5.80000   8.60000
   6.35000   6.20000
   5.50791   5.88190
   5.95000   6.50000
   7.00000   6.60000
   5.52389   5.99574
   6.58000   8.10000
   7.50000  10.10000
   5.52252  10.17670
   6.87286   6.30343
   5.00000   8.60000
   6.62000   8.10000
   6.31000   8.10000
   5.85000   6.10000
   7.50000   6.30000
   5.80000  11.10000
   6.62245   6.84592
   6.50000   6.00000
   6.75000   7.10000
   6.10000  11.10000
   6.35000   5.80000
   6.20000   6.20000
   6.05000   6.50000
   5.90000   6.30000
   5.00000   8.10000
   6.10000   5.50000
   6.30763   6.09423
   5.68085   9.63168
   6.00000  10.10000
   6.58000  10.10000
   6.00000   7.10000
   6.10000   6.00000
   7.25000   6.60000
   6.66334   5.18834
   5.50000   5.50000
   7.25000   9.10000
   6.45997   6.05246
   6.00000   6.30000
   5.85000   6.50000
   6.20000   6.30000
   6.29000   6.30000
   6.29000   7.60000
   6.40000   6.10000
   5.59530   8.29164
   5.92678   5.94726
   5.65122   4.50732
   6.30000   8.60000
   5.85000   6.20000
   6.70966   6.76373
   5.71178   6.55324
   6.31000   5.80000
   5.68098   8.26023
   6.20000   5.60000
   5.30322   5.82878
   6.29000   7.10000
   6.36542   5.17031
   6.28168   9.28559
   7.00000   6.30000
   6.50000   6.60000
   6.10000   8.60000
   5.95000   5.70000
   5.73612   8.95699
   5.65000   5.80000
   7.00000   8.60000
   5.60000   6.30000
   6.05000   5.80000
   5.50000   7.60000
   6.31867  10.98449
   6.45000   6.20000
   6.31000   7.60000
   6.75000  11.10000
   7.50000   9.10000
   5.39832   5.37734
   6.30000   6.30000
   6.00000   6.60000
   5.70000   5.50000
   6.57557   7.15942
   5.55000   5.70000
   5.90000   5.90000
   6.62000  11.10000
   6.35000   6.60000
   6.50000  10.10000
   6.05000   6.10000
   5.75000   5.60000
   6.15000   5.70000
   5.97512   8.18796
   6.10000   7.60000
   5.50000   5.60000
   5.75000   6.00000
   5.80000   6.00000
   5.75000   5.70000
   6.05000   5.70000
   6.25000   6.10000
   5.80000   4.50000
   5.73713   5.32502
   7.25000   7.10000
   5.90000   7.60000
   5.50000   9.10000
   6.20000   9.10000
   5.96778   8.34544
   6.50000   5.60000
   6.34064   8.59367
   5.99126  10.65795
   5.96620   7.22875
   6.68216   6.18954
   5.79877   5.83046
   5.70000   5.90000
   6.29000   8.60000
   6.35000   5.00000
   6.21014   8.09837
   6.59865   4.81011
   6.20000   6.00000
   5.97507  10.97992
   5.00000   5.80000
   5.90000   9.10000
   5.95000   6.40000
   5.65000   6.20000
   6.30000  11.10000
   6.64018   5.49784
   6.35000   6.40000
   6.31000   5.00000
   6.05637   5.96529
   5.67789   5.88926
   5.70000   9.10000
   5.60000   5.60000
   6.62000   4.50000
   6.20000   5.80000
   6.30000   6.20000
   6.15000   6.20000
   7.23152   5.95441
   6.35000   4.50000
   5.50000   4.50000
   6.23563   6.00890
   5.22182   5.21063
   5.50000   7.10000
   5.61902   7.92226
   5.70000   6.00000
   6.50000   5.80000
   6.10000   6.40000
   6.40000   6.30000
   5.99782   7.57837
   7.50000   6.60000
   6.35000   6.50000
   6.31075   6.89410
   6.00000   5.70000
   6.30000   4.50000
   5.60000   5.70000
   7.00000  11.10000
   5.39420   6.03701
   5.00000   9.10000
   5.80000   7.60000
   6.25000   5.80000
   6.50000   7.60000
   6.75000   8.60000
   5.99644   5.32461
   5.80000   5.00000
   6.00000   9.10000
   7.00000  10.10000
   6.56112   4.48960
   6.50000   6.30000
   5.65000   6.50000
   6.62000   7.60000
   7.25000   5.80000
   6.00000   5.00000
   6.10000   5.70000
   6.31000  11.10000
   6.58000   9.10000
   5.70000   6.30000
   7.00000   4.50000
   5.50000   6.20000
   5.75000   6.40000
   5.85000   6.30000
   6.50000   7.10000
   5.66563   9.96251
   7.50000  11.10000
   6.10000   5.60000
   6.25000   5.60000
   6.10000   9.10000
   5.80000   6.60000
   6.75000   6.30000
   6.31000  10.10000
   5.90000   8.60000
   5.65276   6.21749
   6.40000   6.40000
   6.31000   9.10000
   5.90000   6.10000
   5.88605   6.20481
   6.35000   6.00000
   6.31785   5.70871
   5.93857   6.64168
   6.30000   6.10000
   5.60000   6.50000
   5.50000   6.50000
   7.50000   8.60000
   6.20000   5.00000
   6.15000   6.40000
   5.96087   8.60947
   6.45000   6.10000
   5.75000   6.30000
   6.30000   8.10000
   7.00923   6.48479
   6.05000   6.20000
   5.85000   5.90000
   6.56384   6.33871
   6.05000   5.50000
   5.80000   6.30000
   5.50000  11.10000
   5.70000  10.10000
   5.55000   6.40000
   6.05000   6.30000
   6.78920   7.02260
   6.45000   6.00000
   7.37267   6.04071
   5.26623   5.23272
   6.00000   8.10000
   5.70000  11.10000
   6.29000  10.10000
   6.35000   9.10000
   6.36875  10.66211
   6.35338   8.63173
   5.80000   6.50000
   5.90000   4.50000
   5.65000   6.40000
   6.20000  11.10000
   6.14196   5.38035
   6.10000   6.30000
   5.90000   5.70000
   6.15000   6.30000
   5.65000   6.30000
   7.00000   9.10000
   5.62321   7.58958
   6.25000   5.50000
   6.10000   6.10000
   6.62000   5.80000
   6.29100  10.32730
   5.90000  11.10000
   6.35000   5.70000
   5.70000   8.10000
   6.50000   5.50000
   6.15000   6.50000
   5.60000   5.90000
   5.55000   5.60000
   6.57862   5.97514
   6.00000   6.50000
   6.30000   5.00000
   6.96686   6.93150
   5.63069   7.24186
   5.50000   5.00000
   6.50000  11.10000
   6.05000   5.60000
   6.00000   6.40000
   6.62000   6.60000
   6.05000   6.00000
   5.67198   4.83539
   5.75000   5.50000
   5.00240   5.04433
   7.25000   6.10000
   5.00000   6.60000
   6.75000   5.00000
   6.58000   6.10000
   5.90000   8.10000
   6.15000   5.60000
   5.95000   5.80000
