# w_1 = 6.0 GHz
# w2 [GHz]  wc [GHz]
     6.000     7.300
     6.000     6.300
     6.000     5.500
     5.975     6.400
     6.025     6.400
     6.050     6.200
     5.950     6.200
     6.100     6.200
     5.900     6.200
     5.850     6.200
     6.150     6.200
     6.200     5.800
     5.800     6.100
     6.300     5.900
     5.700     5.900
     5.600     5.500
     6.400     5.500
