# w_1 = 6.0 GHz
# w2 [GHz]  wc [GHz]
   6.02500   6.10000
   6.28500   4.90000
   5.71000  10.30000
   6.31500   4.90000
   6.05000  10.90000
   6.05000   6.30000
   6.10000   5.90000
   7.24111   7.22311
   5.95000  10.70000
   6.29000  10.50000
   5.71000   7.30000
   7.00000   5.97500
   5.90000   9.10000
   6.13415   6.16951
   5.69500   7.70000
   7.50484   7.52977
   5.95000   6.00000
   5.70000   5.60000
   5.71550  10.65336
   6.28500  10.90000
   6.45593   5.98313
   6.32041   6.00124
   5.71500   5.10000
   5.70500  10.70000
   6.14556   6.06643
   6.29500   9.30000
   6.29000   8.30000
   5.09117   5.09117
   6.10000   8.30000
   5.50000   8.60000
   6.29000   7.30000
   5.71500   6.30000
   6.28500   5.70000
   6.50000   5.97500
   5.97500   7.30000
   6.25373   8.95094
   6.00000  10.90000
   7.10314   7.07940
   6.34628   6.38164
   6.20000   9.10000
   5.55000   5.60000
   5.65486   5.99962
   7.20000   6.00000
   5.86899   5.86899
   5.70000   7.50000
   5.95000   7.50000
   6.78823   6.78823
   5.85000   5.50000
   5.00000   8.60000
   6.42689   7.23687
   7.25000   8.60000
   6.30000   5.70000
   6.05000   8.30000
   6.10000   8.60000
   6.28500   7.90000
   6.78583   6.41420
   5.74524   5.70989
   5.95000   6.30000
   5.90000   6.20000
   5.70500  10.10000
   7.21249   7.21249
   5.70500  10.90000
   6.02428   6.56111
   6.04729  10.33193
   6.29558   7.92043
   5.70000   6.90000
   5.37401   5.37401
   6.10000   8.10000
   5.69500   6.30000
   5.62321   7.58958
   5.70000   6.20000
   5.69500   6.50000
   5.71000   8.90000
   5.00000   7.10000
   6.10000   6.30000
   7.25000   5.00000
   6.02500   8.50000
   5.90000   5.10000
   7.42462   7.42462
   5.90000   6.10000
   5.90000   7.50000
   5.69000   9.70000
   6.00000  11.10000
   6.45000   6.40000
   6.28500   4.50000
   6.31000   4.50000
   6.29500  10.90000
   5.60000   6.30000
   6.30500   7.70000
   6.30000   6.02500
   6.62000   5.00000
   6.10000   5.00000
   5.68500   8.30000
   6.30000   6.30000
   6.28500   8.70000
   6.30500  10.30000
   6.40000   6.00000
   5.75000   6.50000
   6.02500   9.10000
   6.45000   5.50000
   6.45000   6.10000
   5.97500   9.10000
   6.20000   5.50000
   7.44230   7.40694
   5.68500   8.70000
   5.80000   9.10000
   5.68500  10.10000
   6.62245   6.84592
   6.29000  10.10000
   5.97500   5.90000
   6.31500  10.90000
   5.73713   5.32502
   6.10000   5.50000
   5.68085   9.63168
   5.75000   5.50000
   6.00000   5.97500
   6.29000   8.90000
   5.70000   6.70000
   7.28320   7.28320
   5.49776   5.53311
   5.85000   6.50000
   6.29000   6.10000
   5.90000   7.60000
   5.71000   4.70000
   6.70966   6.76373
   5.71178   6.55324
   5.95000   5.80000
   5.68098   8.26023
   6.20000   5.60000
   5.80000   5.97500
   5.30322   5.82878
   6.28500   8.10000
   6.29000   6.60000
   6.31500   5.50000
   5.71500   7.50000
   6.02500   6.90000
   6.00000   6.60000
   6.31000   8.70000
   5.95000   6.70000
   5.55000   6.10000
   6.30000   5.90000
   6.10000   5.30000
   6.10000   7.10000
   6.60000   6.00000
   5.67453   5.63918
   6.20000   6.50000
   5.69500   7.10000
   6.10000   7.60000
   6.30000   7.90000
   5.90000   7.70000
   6.25000   6.20000
   6.29000   5.90000
   6.60000   6.02500
   6.29000   9.10000
   5.68500  10.50000
   5.70000   6.10000
   7.40000   5.97500
   5.96961   8.12616
   6.29500  10.30000
   5.70500   5.90000
   5.79877   5.83046
   6.92965   6.92965
   6.20000   6.02500
   6.30500   9.90000
   6.35000   5.00000
   5.20000   6.02500
   6.36396   6.36396
   6.30000  11.10000
   5.69500  10.30000
   6.10000   6.02500
   6.05637   5.96529
   6.15000   5.70000
   6.71751   6.71751
   6.10000   7.50000
   6.02809   5.99273
   5.95000  10.90000
   6.31000   7.70000
   5.22182   5.21063
   5.50000   7.10000
   6.30500   7.50000
   6.10000   6.40000
   5.71000   5.70000
   5.20000   5.97500
   5.71000   8.50000
   6.00000   9.90000
   5.71000   7.10000
   6.10000   8.90000
   6.45235   6.41699
   6.05000   9.50000
   6.30000   6.10000
   6.75000   8.60000
   6.30500   4.90000
   5.70500   6.70000
   5.70000   6.50000
   7.00000   8.10000
   5.69000   6.70000
   6.50000   8.10000
   5.90000   7.30000
   5.68500   8.10000
   7.00000   4.50000
   5.70000   7.70000
   5.68500   5.90000
   6.30000   7.60000
   6.31000   6.30000
   5.90000   6.30000
   5.65276   6.21749
   5.69000   5.90000
   5.71500  10.70000
   6.00000   6.70000
   6.02500  10.70000
   5.70500   5.10000
   5.70000   9.90000
   5.93857   6.64168
   5.00278   5.03814
   5.97500  10.50000
   7.50000   4.50000
   5.68500  10.30000
   5.95737   5.92202
   5.70000   5.00000
   5.71500   7.30000
   5.85000   5.90000
   5.17956   5.14420
   6.10000   7.30000
   5.80000   5.70000
   6.05000   8.10000
   6.30000   7.30000
   6.35000   9.10000
   6.35338   8.63173
   5.95000   7.70000
   5.70000   8.10000
   5.85000   5.80000
   6.30000   9.70000
   5.65000   6.30000
   5.71500   4.70000
   6.25000   5.50000
   6.50000   9.10000
   6.28500   7.70000
   6.40000   5.90000
   6.20000   4.50000
   6.31000   4.70000
   5.71000   6.70000
   5.90000  10.90000
   5.70000   5.50000
   5.71000   9.50000
   6.29000   9.30000
   5.95000   6.10000
   6.00000   5.90000
   5.67198   4.83539
   5.00240   5.04433
   5.75000   5.60000
   5.97500   9.50000
   6.75000   5.00000
   6.35000   6.30000
   6.02500   6.50000
   5.68500  10.90000
   5.90000   8.10000
   5.69000   9.10000
   6.28988   9.15049
   6.08112   6.08112
   5.66185   5.67715
   6.30500   9.70000
   6.10000   5.70000
   5.99268   4.83657
   7.25000  10.10000
   6.30500  10.90000
   5.90000  10.70000
   5.70000   4.90000
   5.71000   4.90000
   6.25000   5.90000
   6.62000   7.60000
   6.30000  10.70000
   6.05000   5.10000
   6.20000   6.10000
   6.00000   9.50000
   5.71500  10.30000
   5.69000   4.50000
   6.29000   5.50000
   6.30500   6.10000
   6.31000   7.10000
   6.31000   8.10000
   5.00000   6.30000
   6.00000   7.10000
   6.10000  10.70000
   6.00000   6.50000
   5.75000   6.00000
   5.99273   6.02809
   5.00000   8.10000
   5.71000   6.90000
   6.29500   8.10000
   6.29500   9.70000
   6.02500   4.70000
   6.29000   9.90000
   6.00165   5.53175
   5.70500   5.30000
   6.30000   4.90000
   6.69644   6.20430
   7.00000   7.60000
   6.29000   4.70000
   6.02500   9.90000
   6.29000   8.70000
   6.58000   5.80000
   5.69500   8.90000
   6.04592   9.28059
   6.28500   6.70000
   6.37775   6.13669
   6.30000   7.10000
   5.97500   5.70000
   6.30000   6.10000
   6.50000   8.60000
   5.69000   5.10000
   5.90000   7.10000
   6.40000   5.70000
   5.80000   6.00000
   5.68500   6.50000
   5.26623   5.23272
   5.40000   6.02500
   6.45000   6.30000
   5.70000   7.10000
   6.20000   5.90000
   5.68500   5.10000
   5.70500  10.50000
   7.50000   6.10000
   6.00000   5.10000
   5.50000   5.60000
   6.31000   6.30000
   6.57304   6.53369
   6.34064   8.59367
   6.05000   6.90000
   5.93970   5.93970
   6.55905   6.52478
   6.30000   5.90000
   6.30000   6.90000
   5.95000   7.30000
   5.97500   8.10000
   5.90000  11.10000
   6.27118   5.83324
   6.16951   6.13415
   5.71500  10.90000
   6.05000   6.00000
   5.70000   5.80000
   6.36102   6.19750
   5.70000  10.10000
   5.50000   6.60000
   6.10000  10.10000
   5.70500   5.70000
   5.65000   5.75000
   6.29500   5.30000
   6.29500   7.90000
   5.90000   8.30000
   6.28500   8.50000
   6.15183   6.15183
   5.70000   7.90000
   6.31000   9.50000
   6.05000   9.10000
   6.30000   7.50000
   5.80000  10.10000
   5.90000   6.50000
   6.31500   7.70000
   5.95000   9.90000
   5.65000   6.40000
   6.31077   8.26710
   6.20000  10.10000
   6.31500   7.50000
   6.30000   6.50000
   6.05000   8.90000
   5.21491   5.25027
   5.35868   5.50377
   6.35000   5.50000
   5.65000   5.70000
   6.31075   6.89410
   5.00000   4.50000
   6.62000   8.60000
   5.60318   5.83890
   5.65000   6.10000
   5.70000  10.30000
   6.35000   4.50000
   6.62000   5.80000
   6.00000   8.10000
   6.05000   6.20000
   5.90000  10.30000
   6.10000   7.90000
   6.15000   5.50000
   6.50000  10.10000
   6.31500   9.30000
   6.30500   7.90000
   5.96952   8.26218
   5.71000   8.10000
   5.90000   8.50000
   5.71000   5.30000
   6.20000   5.00000
   5.68500   7.30000
   6.86203   6.72885
   6.00000  10.30000
   6.35000   7.10000
   5.69000   6.90000
   5.85000   6.40000
   6.59377   6.55842
   5.70000  10.90000
   7.50000   6.00000
   5.73318   5.81969
   5.90000   9.10000
   6.06517   7.06958
   5.71500   9.70000
   5.69500   9.90000
   6.29500   4.90000
   5.69500   8.30000
   5.70989   5.74524
   6.30000   5.50000
   6.30500   6.30000
   5.55000   6.20000
   6.35000   5.90000
   6.75000   8.10000
   6.29000   5.80000
   5.71500  10.10000
   6.28500   9.90000
   6.05000   5.90000
   5.71500   8.10000
   6.10000   7.70000
   5.93016   5.90099
   5.69500   8.50000
   5.65000   5.50000
   5.40000   6.00000
   5.71500  10.50000
   6.50000   7.60000
   6.02500   5.90000
   5.95000   5.50000
   5.00000   5.80000
   5.70500   9.90000
   7.25000   4.50000
   6.10000   9.70000
   6.30000   9.90000
   6.31500   9.10000
   5.70000   6.10000
   5.97500  10.10000
   6.62000   6.60000
   5.55000   5.80000
   5.70500   9.50000
   5.69500   8.70000
   5.85000   6.10000
   5.80000   5.90000
   6.88723   6.38451
   6.30500   9.10000
   6.29500   7.30000
   5.70000   9.30000
   5.95000   6.10000
   5.71000   9.10000
   5.63069   7.24186
   5.69500  10.50000
   5.39169   5.35633
   5.97500   6.70000
   6.36875  10.66211
   7.10000   6.00000
   6.31000   8.90000
   6.29000   6.50000
   6.30000   6.60000
   6.05000   6.02500
   6.00000   8.60000
   5.95000   4.70000
   6.09880   6.06344
   5.71000   7.90000
   5.71500   6.10000
   5.71000  10.10000
   6.29500  10.70000
   5.95000   5.90000
   6.25000   6.10000
   5.70000   6.60000
   5.30000   6.00000
   6.31093   6.27557
   6.29500   6.70000
   6.10000   9.10000
   5.00000   6.10000
   5.50000   6.10000
   6.02500   5.10000
   7.50000   5.80000
   6.30000   8.10000
   6.28500   7.10000
   6.30500   6.90000
   6.00000   5.80000
   7.50000  10.10000
   6.15000   6.30000
   5.90000  10.10000
   6.70000   6.02500
   5.70000   8.70000
   5.70000   6.40000
   5.97500   8.50000
   7.00000   6.60000
   5.52252  10.17670
   6.29000  10.90000
   5.69000   6.50000
   5.95000   8.10000
   6.75000   7.10000
   6.10000  11.10000
   6.31000   6.90000
   6.20000   6.20000
   5.95000  10.30000
   5.69000   7.70000
   5.69500   7.90000
   6.00000   5.30000
   6.00000   9.70000
   5.60000   6.00000
   6.30000   5.10000
   6.43467   6.43467
   6.45997   6.05246
   6.00000   7.30000
   6.29000   5.10000
   6.40000   6.10000
   6.30000   5.50000
   5.95000   5.70000
   5.69500   7.30000
   6.05000   6.30000
   5.97500   6.50000
   6.20000  11.10000
   6.10000   5.60000
   7.12410   7.15946
   5.69000   4.90000
   6.28500   9.10000
   6.58000   4.50000
   7.00000   9.10000
   6.31500  10.50000
   5.65000   6.20000
   7.00000   8.60000
   5.50000   6.30000
   7.10000   5.97500
   7.30000   6.02500
   6.31000   7.60000
   7.25000  11.10000
   6.50000  11.10000
   5.68500  10.70000
   6.10000   8.70000
   5.69500   5.70000
   6.30000   6.20000
   6.02500   9.70000
   6.30000   8.60000
   6.62000  10.10000
   5.60000   5.97500
   5.97512   8.18796
   6.35000   5.60000
   6.50000   5.70000
   6.30000   9.50000
   5.95000  10.10000
   6.05000   9.90000
   5.95000   8.70000
   7.25000   5.80000
   6.75000  11.10000
   6.45000   5.80000
   5.70500   9.30000
   5.57603   5.43607
   5.60000   6.50000
   5.99126  10.65795
   6.00000   4.70000
   5.97500   6.10000
   5.95000   4.90000
   6.01041   6.01041
   5.70000   8.30000
   6.30500   5.70000
   6.70000   6.00000
   5.95000  10.50000
   5.97500  10.30000
   5.67789   5.88926
   5.69000  10.10000
   5.70000   9.10000
   5.71000   7.70000
   6.02500   6.70000
   6.10000   8.50000
   6.23563   6.00890
   5.68500   7.70000
   6.30500   5.50000
   6.28500  10.10000
   6.50000   5.80000
   5.97500   6.90000
   5.78060   5.81595
   5.90000   6.00000
   6.30500   4.50000
   5.71000   5.10000
   5.39420   6.03701
   6.05000   6.10000
   6.75000   4.50000
   5.32098   5.28562
   5.80000   5.00000
   6.31500  10.10000
   6.30500  10.50000
   6.31000   8.60000
   7.05339   7.08875
   5.85000   5.60000
   5.80000   6.40000
   6.31500   9.50000
   5.58614   5.58614
   6.75000   6.10000
   6.31000   4.90000
   5.97500   8.90000
   5.95000   5.50000
   5.90000   5.70000
   7.30000   5.97500
   6.85894   6.85894
   6.02500  10.30000
   7.20000   6.02500
   5.90000   5.60000
   5.71500   6.50000
   5.70500   9.70000
   6.31785   5.70871
   6.06344   6.09880
   5.80000   7.60000
   5.59530   8.29164
   5.50000   6.50000
   7.30000   6.00000
   5.96087   8.60947
   6.00000   7.60000
   5.69889   6.87943
   6.10000  10.10000
   7.37159   7.33623
   6.02500   4.90000
   6.30000   9.10000
   5.90000  10.50000
   5.70000  11.10000
   6.50000   5.90000
   6.28500   8.30000
   7.50000   6.30000
   6.00000   4.90000
   5.65000   6.50000
   5.71500   8.90000
   5.69000   8.10000
   5.69500   5.30000
   6.28500   5.30000
   6.31500  10.30000
   7.50000  11.10000
   6.62000   9.10000
   6.29100  10.32730
   7.40000   6.02500
   7.47765   7.51301
   6.02500   5.70000
   5.70000   5.90000
   6.31000   9.90000
   5.71500   5.90000
   6.31500   5.70000
   6.00000   5.50000
   5.71000   7.50000
   6.10000   9.50000
   5.71000   6.30000
   6.75000   6.60000
   6.31000   7.10000
   5.40000   5.97500
   6.31000   5.70000
   6.02500  10.10000
   5.68500   9.70000
   5.71000   9.90000
   5.71500   6.90000
   5.41427   5.57621
   6.20000   5.70000
   6.30500   5.10000
   5.97500   4.70000
   5.50000   8.10000
   5.90000   6.10000
   6.29500   9.10000
   5.80000   8.10000
   5.75000   5.70000
   5.70500   4.50000
   6.25990   6.30914
   5.69000   5.70000
   6.44859   5.85284
   6.20000   8.10000
   6.10000   6.10000
   6.05000   6.40000
   5.16188   5.16188
   6.24706   7.56085
   6.84049   6.90015
   6.28500   5.50000
   5.68500   7.50000
   5.63918   5.67453
   5.81595   5.78060
   6.05000   8.50000
   6.84983   5.88846
   5.71500   5.50000
   5.60000   6.02500
   6.30500   7.10000
   6.28500  10.30000
   6.20556   5.53873
   5.68500   5.30000
   6.31676   6.29394
   5.90000   5.50000
   7.49533   7.49533
   5.70000   5.10000
   5.71000   9.30000
   5.90000   6.40000
   6.29500   5.10000
   6.29500   7.70000
   6.10000   4.70000
   6.28500   6.10000
   6.35000   6.10000
   5.02046   5.02046
   6.02500   7.10000
   6.29000   7.60000
   5.70000   9.50000
   7.25000   7.60000
   7.46309   7.09232
   6.05000   4.50000
   5.97500   7.90000
   5.61938   5.18584
   6.45000   6.00000
   5.63125   5.77660
   6.05000  10.70000
   6.75000  10.10000
   6.29000   7.10000
   5.69000  10.70000
   5.80000   8.60000
   5.13680   5.13033
   5.70500   9.10000
   5.71000   6.50000
   5.70000   6.02500
   6.31000   6.60000
   6.31500   5.90000
   6.31500   4.50000
   5.71500   4.50000
   5.90000   6.70000
   6.50000   6.30000
   6.45000   6.20000
   6.25000   6.50000
   5.99738   6.89064
   5.13184   6.01917
   7.50000   6.60000
   7.23017   7.19481
   6.30000   9.30000
   5.65000   5.80000
   6.05000   4.70000
   5.69500  10.70000
   6.58000   5.00000
   6.28500   9.30000
   6.96888   6.01894
   6.59593   9.17797
   6.35000   7.60000
   5.65685   5.65685
   6.05000   5.30000
   6.29000   6.90000
   6.58000   6.60000
   6.00000  10.70000
   5.70500   7.70000
   6.29500   5.90000
   5.69500   5.10000
   6.05000   6.70000
   5.14420   5.17956
   5.90000   6.90000
   6.28500   7.50000
   7.07107   7.07107
   6.31000   5.50000
   6.10000   6.60000
   6.84992   5.99703
   6.32253   5.87468
   7.14178   7.14178
   6.91197   6.94732
   5.60382   5.56847
   6.58000   7.60000
   6.45000   5.60000
   7.37013   7.35974
   5.70000   8.40000
   6.29500   4.50000
   6.30000   6.50000
   6.29500   9.90000
   5.00000   6.00000
   5.28562   5.32098
   5.90000   5.97500
   5.79828   5.79828
   5.71000  10.70000
   5.55000   6.30000
   6.02500   9.30000
   6.10000   6.90000
   6.00126   5.48834
   6.30500   5.90000
   6.00000   5.70000
   6.80000   6.00000
   6.10000   6.00000
   5.97363   8.94001
   6.50538   6.50538
   5.95000   5.60000
   7.40000   6.00000
   6.31500   8.30000
   6.58000   8.60000
   7.25000   6.60000
   5.96006   9.62604
   6.25000   5.80000
   5.90000   5.30000
   7.25000   6.10000
   6.29000   7.90000
   6.58000   7.10000
   6.45000   5.70000
   5.69000   7.10000
   7.19481   7.23017
   5.80000   5.60000
   6.30000  10.10000
   6.29000   5.30000
   5.85000   6.00000
   6.05000   8.70000
   6.80000   6.02500
   6.40000   6.50000
   5.79248   5.97877
   6.00000   6.40000
   6.31500   4.70000
   6.30000   7.70000
   6.10000   9.90000
   5.70000   8.60000
   5.69500   4.50000
   5.52404   5.52252
   5.95828   7.62161
   5.25027   5.21491
   5.95000   9.50000
   5.71500   5.70000
   6.50000   5.50000
   5.70500   8.90000
   6.87661   6.84126
   6.10000   5.10000
   5.90000   9.90000
   6.00000   4.50000
   6.02500   7.70000
   6.35000   8.60000
   5.90000   4.90000
   5.71500   4.90000
   5.70500   6.50000
   6.30500   8.90000
   6.20000   5.80000
   6.69984   6.73519
   6.29500   6.90000
   6.31000  10.70000
   5.96778   8.34544
   6.58000   6.10000
   6.52306   6.48770
   6.29325   6.29325
   5.68500   9.90000
   6.78920   7.02260
   5.30000   5.97500
   5.95000   9.70000
   5.60000   5.70000
   5.97500   9.30000
   7.25000   6.30000
   6.31000   6.70000
   6.31500   8.10000
   6.03750   5.94142
   5.97500   7.10000
   6.29000   8.50000
   5.56847   5.60382
   5.70000   5.97500
   6.30500  10.70000
   6.35000   5.80000
   6.31000   6.10000
   5.90000   6.50000
   6.31000   5.30000
   6.02500  10.50000
   5.69000   6.10000
   5.71000   5.90000
   6.28500   6.50000
   7.40694   7.44230
   6.29500   7.10000
   5.95000   6.90000
   7.00000   6.00000
   6.66448   6.62913
   6.29500   7.50000
   6.30500  10.10000
   6.29000   9.50000
   5.70000   8.50000
   5.69500   9.30000
   6.62913   6.66448
   5.55000   5.70000
   5.42704   5.46240
   6.01164   5.86664
   5.70000   6.50000
   6.29000   6.30000
   6.27557   6.31093
   6.10481   9.01084
   6.05000   7.10000
   6.28500   5.10000
   6.58000  11.10000
   5.95000   8.90000
   5.00000  10.10000
   6.31000  10.10000
   6.29000   7.10000
   6.50000   6.00000
   6.02500   8.10000
   5.90000   4.70000
   6.00000   9.30000
   5.68500   9.30000
   5.95000   6.40000
   6.40000   5.80000
   6.30763   6.09423
   6.50000   4.50000
   6.58000   8.10000
   7.33623   7.37159
   6.05000  10.30000
   6.66334   5.18834
   6.30000   7.10000
   6.10000   6.50000
   6.50000   6.50000
   6.29000   6.10000
   6.36206   6.54922
   6.30000   5.30000
   6.30000   8.10000
   6.30000   9.10000
   5.00000   6.60000
   5.85000   6.20000
   6.50000   6.40000
   6.31500   7.90000
   5.95000   8.30000
   6.02500   5.30000
   6.28168   9.28559
   6.50000   6.60000
   6.20000   6.00000
   5.80000   5.50000
   6.05000   5.80000
   6.31867  10.98449
   6.55842   6.59377
   5.97500   9.90000
   7.50000   9.10000
   6.30000   5.80000
   5.95000   6.50000
   6.57557   7.15942
   5.97500   4.50000
   6.35000   6.60000
   6.98268   7.01803
   7.08875   7.05339
   6.05000   6.50000
   6.50000   6.20000
   6.30000  10.50000
   5.70500   4.70000
   6.25000   6.30000
   5.95000   5.30000
   5.70500   6.90000
   5.70500   7.90000
   5.96620   7.22875
   6.68216   6.18954
   6.29500   6.10000
   5.80000   6.10000
   6.21014   8.09837
   6.59865   4.81011
   6.31500   6.30000
   5.97507  10.97992
   5.90000   4.50000
   5.69500   4.90000
   6.30000   6.70000
   6.31000   5.00000
   6.30000   5.70000
   6.62000   4.50000
   6.05000   5.50000
   6.40000   6.20000
   6.30000  10.10000
   6.10000  10.50000
   6.48770   6.52306
   5.61902   7.92226
   6.35000   6.40000
   7.26552   7.30088
   6.15000   6.20000
   5.97500   7.70000
   5.90000   7.90000
   5.35633   5.39169
   6.05000   6.10000
   5.97500   9.70000
   6.56112   4.48960
   5.90000   9.50000
   6.05000   7.70000
   6.62000   6.10000
   5.70000   6.30000
   6.00000   5.00000
   5.69500   6.70000
   6.31500   6.50000
   5.50000   6.40000
   5.66563   9.96251
   6.31000   7.90000
   6.25000   5.60000
   6.05000   5.60000
   6.75000   6.30000
   6.05000   7.30000
   6.05000   5.50000
   6.10000   9.30000
   5.68500   6.10000
   6.31000   5.80000
   6.25000   6.00000
   6.31500   7.30000
   6.05000  10.10000
   7.50000   8.60000
   6.28500   4.70000
   7.00923   6.48479
   6.00000   6.20000
   5.70000  10.10000
   5.69500   7.50000
   6.22254   6.22254
   5.90000   5.50000
   6.29000   8.60000
   6.00000   6.02500
   6.02500   5.50000
   7.01803   6.98268
   6.40000   6.30000
   5.69500   8.10000
   6.28500   7.30000
   7.00000  10.10000
   6.10000   6.10000
   6.05000   5.70000
   6.15000   5.90000
   6.31000  10.90000
   6.20000   8.60000
   5.70500   4.90000
   5.68500   6.70000
   5.55000   5.50000
   5.71500   7.90000
   6.30500   8.30000
   6.57862   5.97514
   6.30000   5.00000
   6.96686   6.93150
   7.50000   5.00000
   6.31500   9.70000
   6.62000   7.10000
   5.55000   6.00000
   5.00000   7.60000
   5.50000   5.00000
   6.31000   9.10000
   5.90000   8.60000
   7.00000   5.80000
   5.71500   8.30000
   6.30000   5.60000
   6.30000   6.00000
   6.64680   6.64680
   5.50000   5.80000
   5.65000   5.60000
   6.70456   5.96171
   6.44589   6.43095
   6.31500  10.70000
   5.50000   5.90000
   6.25027   8.82652
   5.70500   7.50000
   6.26708   4.49880
   5.69000   7.90000
   5.85000   5.70000
   5.53311   5.49776
   6.29000   9.10000
   6.28500  10.50000
   5.68500   5.50000
   6.00000   8.70000
   5.69000   9.50000
   6.50000   7.10000
   7.15946   7.12410
   5.71500   8.50000
   6.26404   9.62676
   6.31000   8.10000
   6.60000   5.97500
   6.20486   6.24022
   5.50000  10.10000
   5.50000   6.00000
   7.00000   5.00000
   5.96024   4.51681
   6.18916   6.18174
   5.95000   7.90000
   6.29500   5.70000
   6.28500  10.70000
   6.31500   6.90000
   6.27116   7.37219
   5.23259   5.23259
   5.70000   5.70000
   6.30000   8.30000
   5.07349   5.10885
   6.05000   7.50000
   5.75000   6.30000
   6.29000  10.30000
   6.20000   5.97500
   5.79135   6.91035
   5.51543   5.51543
   5.50000   6.02500
   5.68500   7.90000
   6.00000   6.30000
   5.69500   9.10000
   6.29820   9.97451
   5.85131   5.88666
   5.00000  11.10000
   5.71000   4.50000
   6.05000   9.30000
   5.95000   5.90000
   5.68500   7.10000
   6.31500   8.90000
   5.69000   8.50000
   5.71500   9.50000
   6.10000   5.80000
   6.29500   6.30000
   5.10000   6.02500
   5.75000   6.20000
   5.90000   5.00000
   6.28500   9.50000
   5.68583   6.92310
   5.10000   5.97500
   6.31000   9.70000
   6.25000   5.70000
   5.70132   8.60278
   5.66800   5.13136
   5.30330   5.30330
   6.10000   6.30000
   5.30000   6.02500
   6.24022   6.20486
   6.10000   8.10000
   5.90000   8.10000
   6.28500   6.90000
   6.38518   8.35275
   6.10000   6.20000
   6.35000   8.10000
   5.75453   6.53453
   6.25000   6.40000
   5.95000   9.10000
   6.29000   4.90000
   6.29000   8.10000
   6.04447   6.04410
   7.25000   7.10000
   5.71500   9.10000
   6.75000   7.60000
   6.02500  10.90000
   6.75000   5.80000
   5.65668  10.99323
   5.69500   6.10000
   5.80000   5.80000
   5.97500   8.30000
   5.68500   4.50000
   5.97500  10.70000
   5.71500   9.90000
   5.70500   7.10000
   5.69000   8.30000
   6.31000   8.50000
   6.29500  10.50000
   5.95000   7.10000
   6.30500   8.50000
   4.99760   5.99601
   7.50000   7.10000
   6.30500   9.50000
   6.62000   8.10000
   6.40000   5.60000
   5.95000   9.30000
   5.71500   7.70000
   6.31000   6.50000
   5.71000   8.70000
   6.45000   6.50000
   5.80000   6.20000
   6.29000  11.10000
   6.10000   5.90000
   5.96712   5.19494
   5.70000   4.50000
   6.15000   5.80000
   5.69000  10.90000
   6.70000   5.97500
   5.44472   5.44472
   5.69000   9.30000
   5.71000  10.50000
   6.36542   5.17031
   6.90000   5.97500
   5.85000   6.30000
   5.69000   9.90000
   7.33209   7.26260
   5.70500   8.70000
   5.55000   6.50000
   5.70000   7.10000
   6.00000   6.00000
   5.70000   8.90000
   5.71500   9.30000
   6.02500   7.50000
   5.50000   4.50000
   7.30088   7.26552
   6.29000   6.30000
   6.00000   5.60000
   5.90000   6.60000
   6.29000  10.10000
   6.00000   8.30000
   6.35000   5.70000
   6.00000   7.70000
   6.80000   5.97500
   6.05277   6.29419
   7.10072   5.99996
   6.94732   6.91197
   6.10000   4.90000
   5.80000   4.50000
   5.68500   8.50000
   5.66272   5.52314
   6.26886   7.03476
   5.60000   5.90000
   6.00000   7.90000
