#        t [ns]             Re[<00|Psi>]             Im[<00|Psi>]             Re[<01|Psi>]             Im[<01|Psi>]             Re[<10|Psi>]             Im[<10|Psi>]             Re[<11|Psi>]             Im[<11|Psi>]
       0.000000   0.0000000000000000E+00   0.0000000000000000E+00   2.5163331506687795E-16   0.0000000000000000E+00   9.5387777394609158E-17   0.0000000000000000E+00   1.0000000000000007E+00   0.0000000000000000E+00
       0.025013   2.2237593281664420E-11  -2.3146656310069015E-11   1.7763938654864205E-06  -7.2685625879119005E-06   7.7484992385499952E-07  -3.2821918446611030E-06  -2.8965337790614393E-01  -9.5712924142190858E-01
       0.050025   2.1293270576050452E-09  -2.2410198801818814E-09  -4.7001248832474488E-05  -5.6418086444868530E-05  -2.1423658490300401E-05  -2.5226517557422858E-05  -8.3219727975682001E-01   5.5447141802876387E-01
       0.075038   2.5039262719879138E-08  -2.6643237035941559E-08  -2.5212743654666594E-04   1.4422848582181843E-05  -1.1354411669361302E-04   7.9661317831084597E-06   7.7174928965047551E-01   6.3591561918678330E-01
       0.100050   1.3819617112111508E-07  -1.4881193990146970E-07  -3.2629547483816590E-04   4.9777108301251140E-04  -1.4330747499165768E-04   2.2677724942459323E-04   3.8511303787108248E-01  -9.2285731475002131E-01
       0.125063   5.0965966578683058E-07  -5.5601918847965103E-07   3.9695233209234950E-04   1.0761607853299146E-03   1.8887051401952974E-04   4.8127420955505572E-04  -9.9483734568490523E-01  -1.0129387894414481E-01
       0.150075   1.4595418322061671E-06  -1.6152001404120213E-06   1.8708729880257129E-03   5.4517464069913605E-04   8.4908580759589290E-04   2.2490883205589975E-04   1.9120310673787683E-01   9.8151381697203310E-01
       0.175088   3.5106499311376542E-06  -3.9460682852604900E-06   2.4152448643545220E-03  -1.8383669943919188E-03   1.0644794933175967E-03  -8.5959030433488469E-04   8.8402570071155662E-01  -4.6728818969775476E-01
       0.200100   7.4283379725538738E-06  -8.4925342825108228E-06  -6.3218653824172893E-05  -4.4357909155095339E-03  -9.4225761081789049E-05  -1.9976087712974240E-03  -7.0326968450349181E-01  -7.1073470120733273E-01
       0.225113   1.4242327710635096E-05  -1.6585664900189893E-05  -5.0191638288495082E-03  -3.5967580761799909E-03  -2.3213947214773588E-03  -1.5363889261705815E-03  -4.7651702353050296E-01   8.7888705295952996E-01
       0.250125   2.5244438748687471E-05  -2.9991695664027687E-05  -7.8655485480727920E-03   2.5482664828901714E-03  -3.4956010021617110E-03   1.2948978973524106E-03   9.7905621556529765E-01   2.0149690303715853E-01
       0.275138   4.1957765830727161E-05  -5.0939119003467604E-05  -3.3950092961447190E-03   1.0174719150917257E-02  -1.3188643435786745E-03   4.6531678636152979E-03  -9.0673807850485330E-02  -9.9517821736971768E-01
       0.300150   6.6074838196557550E-05  -8.2119646417049301E-05   7.8054178800130887E-03   1.1079443140345353E-02   3.7669154063430452E-03   4.8127590504954331E-03  -9.2589705251492893E-01   3.7484741980368108E-01
       0.325163   9.9364640929483212E-05  -1.2665893084682969E-04   1.6740880562729956E-02   3.4991554474528139E-04   7.5475109463023007E-03  -2.5714529753309887E-04   6.2655315696861569E-01   7.7723653193039022E-01
       0.350175   1.4355097905844206E-04  -1.8805437042524384E-04   1.2362923994003643E-02  -1.6089873232281102E-02   5.1339163014839876E-03  -7.5771904742047641E-03   5.6209689986687672E-01  -8.2412535318537983E-01
       0.375188   2.0016737670018925E-04  -2.7007911014498932E-04  -6.7223368349531958E-03  -2.3221631590004843E-02  -3.7012885366220025E-03  -1.0259047444793060E-02  -9.5060094626842451E-01  -2.9914622890977621E-01
       0.400200   2.7039632633556621E-04  -3.7665348313924710E-04  -2.6636297600775117E-02  -9.7735423687771387E-03  -1.2295645564296635E-02  -3.5659592800023230E-03  -1.1195542923357742E-02   9.9521519704332984E-01
