#        t [ns]             Re[<00|Psi>]             Im[<00|Psi>]             Re[<01|Psi>]             Im[<01|Psi>]             Re[<10|Psi>]             Im[<10|Psi>]             Re[<11|Psi>]             Im[<11|Psi>]
       0.000000   1.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00   0.0000000000000000E+00
       0.025013   9.9999999973644971E-01   3.6933963051883796E-12  -4.8290818450892732E-06   2.8014542926998851E-06  -4.7387217635211119E-06   2.7990658223756870E-06   1.5713191449563002E-11  -2.7988816820134682E-11
       0.050025   9.9999997462245793E-01   5.0015883652871222E-10  -6.3606779725414523E-06   5.4418528526119632E-05  -5.7623515202942393E-06   5.3703356471401473E-05  -3.0146335254625940E-09  -6.8433034296683704E-10
       0.075038   9.9999969996231131E-01   8.8277110806207881E-09   1.3667374007967967E-04   1.2971522576957884E-04   1.3637166012126645E-04   1.2612448422796160E-04   2.3811182563037135E-09   3.6485415458745562E-08
       0.100050   9.9999833441771901E-01   6.5958708118148763E-08   4.3783385436252381E-04  -7.4338494355258408E-05   4.3032770075484590E-04  -8.0467712135283455E-05   1.9055871112627685E-07  -7.0226544722635489E-08
       0.125063   9.9999381866408810E-01   3.0944563125567498E-07   3.9181463930980663E-04  -7.6094183783538961E-04   3.7070567047742931E-04  -7.5789965653535194E-04  -4.5071698892178385E-07  -6.0480220724040688E-07
       0.150075   9.9998217639691922E-01   1.0834937498592363E-06  -6.3413856472044664E-04  -1.3085645717569668E-03  -6.5664077046382750E-04  -1.2741086705990914E-03  -1.3063839385011939E-06   1.7414670547882657E-06
       0.175088   9.9995680684796007E-01   3.1013308246689145E-06  -2.2229574188253141E-03  -4.3476560473289510E-04  -2.2025178599649345E-03  -3.6546073607171352E-04   4.9478717480181080E-06   1.8482809258228270E-06
       0.200100   9.9990785589444398E-01   7.6589771151260664E-06  -2.4607247164417255E-03   2.2149311817883806E-03  -2.3522464621861376E-03   2.2616354650849225E-03   8.1252415714001499E-07  -1.1253921064552108E-05
       0.225113   9.9982174672380719E-01   1.6893441835556456E-05   4.0367215128506720E-04   4.5909579788994065E-03   5.6552921731411044E-04   4.5066939561332646E-03  -2.1369939512924481E-05   4.6136551306082671E-06
       0.250125   9.9968094076974112E-01   3.4072562742611748E-05   5.2358413576922532E-03   3.2672891966508159E-03   5.2886608139291807E-03   3.0031322507992017E-03   1.8677047406840177E-05   3.4468320610329554E-05
