#        t [ns]             Re[<00|Psi>]             Im[<00|Psi>]             Re[<01|Psi>]             Im[<01|Psi>]             Re[<10|Psi>]             Im[<10|Psi>]             Re[<11|Psi>]             Im[<11|Psi>]
       0.000000   0.0000000000000000E+00   0.0000000000000000E+00   1.0000000000000002E+00   0.0000000000000000E+00   5.5511151231256798E-17   0.0000000000000000E+00   2.5163331506687795E-16   0.0000000000000000E+00
       0.025013   9.1917458362435216E-07   1.5499816603764838E-07   6.0227735095032209E-01  -7.9828550878967364E-01  -1.0372054452811866E-07   1.3974800595895052E-07   5.4682660933900806E-07   1.1232996667357349E-06
       0.050025   9.0157367937497138E-06   1.3478453686794643E-06  -2.7452174584859634E-01  -9.6157856233738059E-01   1.0082274874700806E-07   3.3321517925455404E-07   9.2325043246190067E-06  -8.0014002904125315E-06
       0.075038   3.1011618420655544E-05   4.1065711497555585E-06  -9.3295245374601277E-01  -3.5999025496023634E-01   4.9225172596423493E-07   1.7672878574459920E-07  -3.4789449453716827E-05  -2.3389971705692322E-05
       0.100050   7.3143252069190608E-05   8.4426321690338716E-06  -8.4927110190477950E-01   5.2794842299005895E-01   5.8375037396974621E-07  -3.8876532945653890E-07  -3.1667745803109171E-05   9.3436634583308323E-05
       0.125063   1.4115134906787059E-04   1.3871725020253935E-05  -9.0043171668690039E-02   9.9593205265585527E-01   4.5595070568055296E-08  -8.8858669070047926E-07   1.8964970624617272E-04   1.1718036643541763E-05
       0.150075   2.4027153943425558E-04   1.9439429968627923E-05   7.4080687636539200E-01   6.7170726192981356E-01  -8.4881094788992790E-07  -7.0128649547192535E-07  -6.5146268329016480E-05  -3.1623429083177650E-04
       0.175088   3.7522622680220873E-04   2.3751566947767325E-05   9.8238462657604952E-01  -1.8682109466640898E-01  -1.3178181307859496E-06   3.2285659631871394E-07  -4.4936551459240213E-04   2.2702881721099451E-04
       0.200100   5.5021798850502619E-04   2.5009087344960092E-05   4.4253094207757804E-01  -8.9674008459090415E-01  -6.5940729026409139E-07   1.5559641275696417E-06   4.9292303892531049E-04   5.4832552481171232E-04
       0.225113   7.6892482484615572E-04   2.1047261975573962E-05  -4.4932669657107244E-01  -8.9335006400284411E-01   1.0810003297291350E-06   1.8551471092087908E-06   5.5923303436128163E-04  -8.6418709544441863E-04
       0.250125   1.0344975322887180E-03   9.3788582267975315E-06  -9.8376321702028580E-01  -1.7935344780203608E-01   2.7723831554916568E-06   3.2265324268290221E-07  -1.3177391449476835E-03  -4.2260464109296889E-04
       0.275138   1.3495594428362730E-03  -1.2759071243329569E-05  -7.3566934720975197E-01   6.7729777727340956E-01   2.5510254102886598E-06  -2.6834513074810312E-06  -8.3906323610921473E-05   1.8025349386976244E-03
       0.300150   1.7162087360250474E-03  -4.8355238347334410E-05   9.7596903158586254E-02   9.9518524765600269E-01  -8.2356020193950532E-07  -4.9130381257203578E-06   2.2404849155564749E-03  -4.9432637748052179E-04
       0.325163   2.1360234904111721E-03  -1.0057153091203795E-04   8.5320803169269088E-01   5.2146248950901086E-01  -5.9910053256953188E-06  -3.1078431583919719E-06  -1.3206169350845542E-03  -2.5323681611640466E-03
       0.350175   2.6100695980535815E-03  -1.7268838000037771E-04   9.3012663759287617E-01  -3.6702635105264475E-01  -8.2451826453603463E-06   3.9610783457157062E-06  -2.5685836536993778E-03   2.3648965021890564E-03
       0.375188   3.1389116184126179E-03  -2.6804874587824101E-04   2.6720213902184453E-01  -9.6352972775776602E-01  -2.4059402458018970E-06   1.2102864671236340E-05   3.5529281856301440E-03   2.2438374093539178E-03
       0.400200   3.7226265979174709E-03  -3.9000144798707838E-04  -6.0821165824124801E-01  -7.9359334451592700E-01   1.1020783339156723E-05   1.2294527196449596E-05   1.4741932572635826E-03  -4.7662821608616323E-03
       0.425213   4.3608208293662914E-03  -5.4184461911385815E-04  -9.9977970731647825E-01   7.5484119980788848E-03   2.1782744214744209E-05  -1.9087829655109233E-06  -5.8487290865656206E-03  -2.1440349585711375E-04
       0.450225   5.0526494730161091E-03  -7.2677010842778309E-04  -5.9609959119462697E-01   8.0259709826846326E-01   1.5103539042800182E-05  -2.4321083575239167E-05   1.5268448194357743E-03   6.6191483452594947E-03
       0.475238   5.7968389108572502E-03  -9.4780968957850712E-04   2.8163905990951899E-01   9.5918125931614540E-01  -1.3470341113883757E-05  -3.4504751291270990E-05   6.8901983409291392E-03  -3.6761346729519287E-03
       0.500250   6.5917116595193767E-03  -1.2077839459988192E-03   9.3523060913403333E-01   3.5286486714741860E-01  -4.5635114913623057E-05  -1.2653180061055044E-05  -6.0910486452835904E-03  -6.4911650116625088E-03
       0.525263   7.4352136278676619E-03  -1.5092547033552571E-03   8.4488801126626256E-01  -5.3396556837641873E-01  -4.7356045075077736E-05   3.6588826045236115E-05  -5.2926906048518978E-03   8.5639227752603679E-03
       0.550275   8.3249434745111903E-03  -1.8544818562827262E-03   8.2642908158935449E-02  -9.9592713577156688E-01   1.1579241467023206E-06   7.4770169541601154E-05   1.0834314820207514E-02   3.2305786866047084E-03
       0.575288   9.2581837993657903E-03  -2.2453853910657279E-03  -7.4510606369622501E-01  -6.6574802916657683E-01   7.4873204773614135E-05   5.4217310308526588E-05   3.2564740572260854E-04  -1.2609906070331963E-02
       0.600300   1.0231933892246541E-02  -2.6835133361101716E-03  -9.8006559535584870E-01   1.9373008939498923E-01   1.0799624510069260E-04  -3.3638729042131371E-05  -1.3594519571176767E-02   3.3032898530627138E-03
       0.625313   1.1242943759213048E-02  -3.1700162770430967E-03  -4.3562155843653488E-01   8.9883302081111771E-01   4.5719199562653383E-05  -1.2922298486058546E-04   7.4357817571606283E-03   1.3520946323346258E-02
       0.650325   1.2287749151919112E-02  -3.7056289531807716E-03   4.5495642040112438E-01   8.8895249223706851E-01  -9.1406746540407697E-05  -1.3686997751533164E-04   1.2185439560270810E-02  -1.1757114008668757E-02
       0.675338   1.3362707333425419E-02  -4.2906593082718981E-03   9.8337915833997680E-01   1.7230194637745641E-01  -1.9563513122194894E-04  -1.0385884645184587E-05  -1.5877321576619838E-02  -9.4801736159623399E-03
       0.700350   1.4464033322154280E-02  -4.9249852036574553E-03   7.2971878599738615E-01  -6.8093886892919664E-01  -1.4807771274425482E-04   1.7766490886532139E-04  -5.4197577639265460E-03   1.9361213360388829E-02
       0.725363   1.5587836360163332E-02  -5.6080588206754642E-03  -1.0387682145794766E-01  -9.9235306968074044E-01   6.2888532405560731E-05   2.6351687517194630E-04   2.1767475655843787E-02   1.5810643176979291E-04
       0.750375   1.6730156349513060E-02  -6.3389185872049078E-03  -8.5434938936927496E-01  -5.1475486775521695E-01   2.8922071498895723E-04   1.2480317471195431E-04  -6.0073846647166630E-03  -2.2693687033631754E-02
