# population in each cavity level over  time for $\ket{\Psi(t=0)} = \ket{01}$ (integrated over all qubit levels)
#        t [ns]            0            1            2            3            4            5
       0.000000  9.40878E-01  5.91219E-02  1.84903E-31  3.19932E-32  3.17404E-33  3.88989E-35
       0.025013  9.40876E-01  5.91214E-02  1.73741E-12  1.91469E-23  2.41798E-33  8.17648E-36
       0.050025  9.40875E-01  5.91210E-02  1.66084E-10  1.74963E-19  1.08353E-28  2.42933E-36
       0.075038  9.40873E-01  5.91205E-02  1.95386E-09  2.42148E-17  1.77802E-25  6.28489E-34
       0.100050  9.40871E-01  5.91201E-02  1.08085E-08  7.41021E-16  3.01053E-23  5.21020E-31
       0.125063  9.40869E-01  5.91199E-02  4.00307E-08  1.01645E-14  1.52944E-21  8.95320E-29
       0.150075  9.40867E-01  5.91199E-02  1.15362E-07  8.44161E-14  3.66054E-20  5.64796E-27
       0.175088  9.40864E-01  5.91205E-02  2.79843E-07  4.96743E-13  5.22525E-19  1.79215E-25
       0.200100  9.40859E-01  5.91221E-02  5.98567E-07  2.27262E-12  5.11329E-18  3.44570E-24
       0.225113  9.40853E-01  5.91253E-02  1.16300E-06  8.57931E-12  3.75050E-17  4.52263E-23
       0.250125  9.40845E-01  5.91309E-02  2.09458E-06  2.78278E-11  2.19094E-16  4.39447E-22
       0.275138  9.40832E-01  5.91399E-02  3.54746E-06  7.98186E-11  1.06430E-15  3.34838E-21
       0.300150  9.40814E-01  5.91535E-02  5.71014E-06  2.06792E-10  4.43821E-15  2.08730E-20
       0.325163  9.40789E-01  5.91731E-02  8.80592E-06  4.91756E-10  1.62752E-14  1.09926E-19
       0.350175  9.40755E-01  5.92003E-02  1.30922E-05  1.08685E-09  5.34751E-14  5.01417E-19
       0.375188  9.40710E-01  5.92372E-02  1.88587E-05  2.25468E-09  1.59778E-13  2.02034E-18
       0.400200  9.40652E-01  5.92856E-02  2.64239E-05  4.42541E-09  4.39346E-13  7.30552E-18
       0.425213  9.40578E-01  5.93478E-02  3.61314E-05  8.27170E-09  1.12268E-12  2.40150E-17
       0.450225  9.40485E-01  5.94262E-02  4.83444E-05  1.48029E-08  2.68758E-12  7.25338E-17
       0.475238  9.40371E-01  5.95230E-02  6.34393E-05  2.54778E-08  6.06817E-12  2.03087E-16
       0.500250  9.40233E-01  5.96407E-02  8.17994E-05  4.23340E-08  1.29962E-11  5.31072E-16
       0.525263  9.40067E-01  5.97818E-02  1.03807E-04  6.81293E-08  2.65304E-11  1.30528E-15
       0.550275  9.39872E-01  5.99484E-02  1.29835E-04  1.06488E-07  5.18379E-11  3.03171E-15
       0.575288  9.39645E-01  6.01428E-02  1.60239E-04  1.62044E-07  9.72938E-11  6.68531E-15
       0.600300  9.39384E-01  6.03669E-02  1.95349E-04  2.40564E-07  1.75960E-10  1.40525E-14
       0.625313  9.39086E-01  6.06224E-02  2.35460E-04  3.49050E-07  3.07479E-10  2.82554E-14
       0.650325  9.38750E-01  6.09108E-02  2.80824E-04  4.95785E-07  5.20389E-10  5.45117E-14
       0.675338  9.38374E-01  6.12329E-02  3.31640E-04  6.90337E-07  8.54806E-10  1.01176E-13
       0.700350  9.37959E-01  6.15894E-02  3.88050E-04  9.43474E-07  1.36535E-09  1.81088E-13
       0.725363  9.37503E-01  6.19804E-02  4.50128E-04  1.26701E-06  2.12410E-09  3.13208E-13
       0.750375  9.37008E-01  6.24055E-02  5.17876E-04  1.67357E-06  3.22332E-09  5.24458E-13
       0.775388  9.36473E-01  6.28640E-02  5.91218E-04  2.17621E-06  4.77753E-09  8.51619E-13
       0.800400  9.35901E-01  6.33543E-02  6.69996E-04  2.78802E-06  6.92454E-09  1.34303E-12
       0.825413  9.35294E-01  6.38745E-02  7.53969E-04  3.52163E-06  9.82502E-09  2.05976E-12
       0.850425  9.34654E-01  6.44222E-02  8.42809E-04  4.38859E-06  1.36601E-08  3.07591E-12
       0.875438  9.33985E-01  6.49944E-02  9.36106E-04  5.39880E-06  1.86267E-08  4.47762E-12
       0.900450  9.33291E-01  6.55876E-02  1.03337E-03  6.55989E-06  2.49308E-08  6.36046E-12
       0.925463  9.32577E-01  6.61981E-02  1.13402E-03  7.87662E-06  3.27775E-08  8.82508E-12
       0.950475  9.31846E-01  6.68215E-02  1.23744E-03  9.35033E-06  4.23602E-08  1.19710E-11
       0.975488  9.31104E-01  6.74536E-02  1.34290E-03  1.09785E-05  5.38470E-08  1.58890E-11
       1.000500  9.30358E-01  6.80894E-02  1.44968E-03  1.27546E-05  6.73672E-08  2.06522E-11
       1.025513  9.29611E-01  6.87243E-02  1.55696E-03  1.46676E-05  8.29973E-08  2.63070E-11
       1.050525  9.28871E-01  6.93532E-02  1.66393E-03  1.67022E-05  1.00749E-07  3.28649E-11
       1.075538  9.28143E-01  6.99712E-02  1.76976E-03  1.88389E-05  1.20558E-07  4.02953E-11
       1.100550  9.27432E-01  7.05737E-02  1.87359E-03  2.10544E-05  1.42279E-07  4.85209E-11
       1.125563  9.26744E-01  7.11559E-02  1.97461E-03  2.33222E-05  1.65682E-07  5.74167E-11
       1.150575  9.26084E-01  7.17134E-02  2.07201E-03  2.56129E-05  1.90451E-07  6.68117E-11
       1.175588  9.25458E-01  7.22422E-02  2.16501E-03  2.78953E-05  2.16198E-07  7.64946E-11
       1.200600  9.24869E-01  7.27385E-02  2.25289E-03  3.01371E-05  2.42466E-07  8.62226E-11
       1.225613  9.24322E-01  7.31988E-02  2.33499E-03  3.23056E-05  2.68749E-07  9.57331E-11
       1.250625  9.23820E-01  7.36204E-02  2.41070E-03  3.43689E-05  2.94510E-07  1.04756E-10
       1.275638  9.23367E-01  7.40007E-02  2.47949E-03  3.62963E-05  3.19198E-07  1.13030E-10
       1.300650  9.22964E-01  7.43376E-02  2.54090E-03  3.80597E-05  3.42275E-07  1.20310E-10
       1.325663  9.22615E-01  7.46296E-02  2.59456E-03  3.96337E-05  3.63230E-07  1.26388E-10
       1.350675  9.22319E-01  7.48755E-02  2.64019E-03  4.09965E-05  3.81606E-07  1.31095E-10
       1.375688  9.22079E-01  7.50749E-02  2.67757E-03  4.21304E-05  3.97011E-07  1.34311E-10
       1.400700  9.21894E-01  7.52275E-02  2.70660E-03  4.30219E-05  4.09134E-07  1.35970E-10
       1.425713  9.21764E-01  7.53335E-02  2.72722E-03  4.36622E-05  4.17757E-07  1.36059E-10
       1.450725  9.21689E-01  7.53938E-02  2.73949E-03  4.40471E-05  4.22755E-07  1.34620E-10
       1.475738  9.21667E-01  7.54093E-02  2.74351E-03  4.41768E-05  4.24103E-07  1.31737E-10
       1.500750  9.21696E-01  7.53817E-02  2.73950E-03  4.40561E-05  4.21869E-07  1.27539E-10
       1.525763  9.21775E-01  7.53126E-02  2.72770E-03  4.36936E-05  4.16208E-07  1.22186E-10
       1.550775  9.21901E-01  7.52042E-02  2.70843E-03  4.31018E-05  4.07353E-07  1.15862E-10
       1.575788  9.22071E-01  7.50589E-02  2.68208E-03  4.22965E-05  3.95605E-07  1.08765E-10
       1.600800  9.22282E-01  7.48795E-02  2.64905E-03  4.12959E-05  3.81312E-07  1.01098E-10
       1.625813  9.22531E-01  7.46686E-02  2.60983E-03  4.01206E-05  3.64860E-07  9.30631E-11
       1.650825  9.22814E-01  7.44295E-02  2.56491E-03  3.87928E-05  3.46659E-07  8.48516E-11
       1.675838  9.23127E-01  7.41651E-02  2.51481E-03  3.73358E-05  3.27122E-07  7.66392E-11
       1.700850  9.23467E-01  7.38790E-02  2.46009E-03  3.57732E-05  3.06659E-07  6.85814E-11
       1.725863  9.23830E-01  7.35743E-02  2.40132E-03  3.41288E-05  2.85661E-07  6.08104E-11
       1.750875  9.24211E-01  7.32546E-02  2.33907E-03  3.24257E-05  2.64492E-07  5.34339E-11
       1.775888  9.24607E-01  7.29232E-02  2.27391E-03  3.06865E-05  2.43479E-07  4.65340E-11
       1.800900  9.25014E-01  7.25835E-02  2.20643E-03  2.89321E-05  2.22912E-07  4.01685E-11
       1.825913  9.25427E-01  7.22388E-02  2.13719E-03  2.71820E-05  2.03035E-07  3.43724E-11
       1.850925  9.25843E-01  7.18925E-02  2.06676E-03  2.54542E-05  1.84048E-07  2.91602E-11
       1.875938  9.26259E-01  7.15476E-02  1.99569E-03  2.37643E-05  1.66104E-07  2.45289E-11
       1.900950  9.26669E-01  7.12073E-02  1.92449E-03  2.21261E-05  1.49316E-07  2.04608E-11
